Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Class
47940.55,857.41,283.77,215.73,1.38,-0.96,48828.44,245.96,0.76,1.42,0.94,BARBUNYA
48165.51,823.88,309.2,197.9,1.68,0.3,48757.69,247.46,1.64,1.36,1.09,BARBUNYA
48159.13,830.01,305.26,202.48,1.73,0.66,48951.37,246.3,2.4,3.34,1.08,BARBUNYA
49754.26,870.29,329.64,191.66,2.26,-0.65,50783.9,250.87,1.06,0.23,0.13,BARBUNYA
47982.36,808.75,289.49,210.89,1.83,1.91,48450.26,247.24,0.12,1.7,0.91,BARBUNYA
46527.52,815.33,289.89,204.06,1.5,-0.28,47156.7,242.49,1.38,0.07,2.11,BARBUNYA
49973.21,874.46,313.72,205.54,2.03,0.94,50698.15,253.12,-0.49,0.13,-0.12,BARBUNYA
50487.47,983.44,325.15,196.46,2.1,1.55,51523.99,253.39,2.39,-0.03,1.48,BARBUNYA
49315.13,886.35,308.16,201.25,1.05,-1.13,50401.0,249.99,1.29,-0.01,-1.15,BARBUNYA
51106.13,887.35,317.45,206.53,1.15,0.45,51979.19,255.52,-0.81,1.11,1.68,BARBUNYA
48638.13,873.97,304.0,206.03,0.19,1.43,49541.61,248.53,-1.12,0.45,0.76,BARBUNYA
46528.7,815.01,289.2,205.93,0.67,0.74,47156.8,243.33,1.68,1.29,1.63,BARBUNYA
47002.81,823.11,300.9,199.88,0.88,0.4,47680.08,245.33,0.86,0.65,1.15,BARBUNYA
50974.51,883.44,324.62,200.67,1.89,1.93,51805.64,253.81,0.13,2.03,-0.32,BARBUNYA
47979.2,809.61,291.01,210.17,1.7,0.08,48450.34,248.09,1.34,1.4,0.7,BARBUNYA
47883.9,873.94,328.15,185.55,1.57,1.62,48751.3,246.22,-0.25,1.97,0.36,BARBUNYA
49777.93,860.06,300.94,211.4,2.23,0.25,50589.94,251.28,-0.62,0.74,0.69,BARBUNYA
47983.03,809.5,291.96,209.34,1.52,0.64,48451.23,248.86,1.14,0.49,0.01,BARBUNYA
47941.94,855.68,284.55,215.26,-0.1,0.93,48828.81,246.42,2.46,-0.68,-0.96,BARBUNYA
47667.7,845.32,301.07,202.65,3.71,1.36,48448.96,245.05,-0.69,0.46,0.83,BARBUNYA
50486.21,983.31,326.95,196.03,1.74,0.72,51525.7,253.43,0.06,0.18,0.94,BARBUNYA
49755.79,869.07,331.73,191.53,1.21,1.04,50780.88,252.31,0.15,0.78,1.75,BARBUNYA
49775.93,861.2,300.21,210.82,1.98,0.57,50591.25,251.39,-0.82,0.72,2.04,BARBUNYA
47002.57,821.79,298.42,199.77,1.91,-0.09,47680.98,244.35,1.34,0.32,0.44,BARBUNYA
48915.21,893.76,309.12,200.94,2.5,2.57,50026.59,249.17,0.32,0.52,3.93,BARBUNYA
50034.96,845.32,279.58,227.84,0.68,1.53,50802.83,253.21,1.37,1.17,0.36,BARBUNYA
47149.09,858.0,301.22,200.58,1.37,1.38,48089.81,246.43,0.62,-0.28,2.01,BARBUNYA
51511.95,886.92,275.61,236.44,0.91,2.21,52437.72,258.14,1.47,1.91,2.01,BARBUNYA
51511.67,890.19,277.32,237.67,0.96,1.23,52435.67,255.84,1.77,0.83,0.47,BARBUNYA
50573.02,857.69,312.56,205.31,1.97,-1.01,51389.13,253.04,-0.01,0.58,-0.41,BARBUNYA
50167.89,873.17,310.38,205.95,0.74,-1.84,50937.7,253.58,0.35,2.03,0.68,BARBUNYA
45563.03,803.73,294.16,196.69,0.78,1.66,46119.83,241.03,0.01,1.0,1.17,BARBUNYA
43143.7,799.01,272.22,202.05,-1.06,0.11,43811.53,234.05,1.44,-0.46,0.74,BARBUNYA
47003.71,821.47,301.43,200.58,1.37,0.26,47681.5,246.18,0.92,1.25,1.41,BARBUNYA
45653.56,841.49,301.89,192.73,1.61,-1.2,46601.51,241.16,-0.4,-0.19,1.48,BARBUNYA
49991.51,912.33,330.16,194.08,3.31,0.84,51285.81,253.13,1.62,0.18,0.16,BARBUNYA
47881.66,874.09,329.13,187.33,2.51,1.36,48751.28,246.39,1.49,1.11,1.68,BARBUNYA
50166.76,893.61,312.63,203.71,1.31,-0.75,51209.23,253.81,-0.38,1.54,-0.46,BARBUNYA
42011.06,807.92,267.0,202.5,-0.73,0.47,43089.07,230.03,1.7,-0.25,0.43,BARBUNYA
51332.26,891.55,331.09,200.7,1.48,0.81,52282.73,254.0,1.53,-0.32,0.05,BARBUNYA
51015.23,859.12,327.19,198.52,2.01,1.52,51718.54,254.36,0.79,2.68,0.88,BARBUNYA
46279.75,846.26,302.11,195.73,2.45,-0.42,47101.23,243.57,0.13,-0.42,1.11,BARBUNYA
47794.21,832.83,277.11,219.59,1.9,0.56,48527.75,245.19,1.67,0.64,2.15,BARBUNYA
49976.54,873.41,312.32,204.58,1.01,2.88,50700.72,252.69,1.62,0.47,0.71,BARBUNYA
50712.73,875.6,318.29,202.35,0.98,1.16,51455.51,254.02,0.76,0.39,1.4,BARBUNYA
49966.43,877.95,313.31,204.84,1.17,0.72,50787.42,252.9,3.01,0.38,0.66,BARBUNYA
50574.0,859.05,315.37,206.94,0.06,1.1,51388.56,252.76,1.51,1.45,1.77,BARBUNYA
50947.87,884.32,313.7,208.37,1.21,0.36,52063.1,254.49,1.95,0.83,2.14,BARBUNYA
50165.7,873.89,309.8,206.78,1.55,1.29,50937.57,250.5,2.16,-0.58,0.02,BARBUNYA
50486.53,982.81,325.52,197.58,1.94,-1.19,51524.43,253.16,1.21,0.88,0.12,BARBUNYA
48866.78,885.05,313.13,198.46,1.18,1.41,49646.84,250.2,0.08,0.09,0.51,BARBUNYA
44922.9,816.31,283.11,201.31,0.21,-0.04,45772.11,237.16,0.85,0.78,3.03,BARBUNYA
50485.34,981.29,323.5,197.45,2.39,1.54,51523.29,252.85,-0.33,0.49,1.03,BARBUNYA
42013.28,809.95,266.31,202.76,0.97,1.6,43085.78,229.84,0.56,0.42,0.14,BARBUNYA
46773.61,830.67,306.88,196.8,1.99,-0.45,47444.54,243.58,0.37,2.05,0.14,BARBUNYA
51106.8,886.4,315.98,205.58,3.01,0.97,51978.37,253.99,0.68,2.02,0.68,BARBUNYA
49168.47,853.68,295.17,214.95,2.45,-0.03,50168.84,249.7,0.37,1.26,2.24,BARBUNYA
47882.83,873.06,329.28,186.89,0.74,0.14,48752.64,246.2,0.71,-1.92,1.74,BARBUNYA
49991.13,913.22,327.99,194.87,2.89,2.46,51284.04,252.55,0.31,1.36,0.68,BARBUNYA
50169.2,876.07,309.95,207.13,2.44,0.97,50937.77,251.66,0.4,1.39,0.85,BARBUNYA
51013.7,858.64,327.83,197.8,3.68,-0.62,51719.52,254.45,0.04,1.27,0.38,BARBUNYA
50977.58,881.38,324.14,201.3,1.3,1.61,51806.52,253.2,0.37,1.41,1.42,BARBUNYA
50576.13,858.03,313.73,205.71,1.98,-0.37,51388.45,252.95,1.24,1.51,1.02,BARBUNYA
43122.71,841.03,296.46,187.02,0.77,-1.01,44072.26,233.65,1.47,1.65,0.97,BARBUNYA
48159.01,827.9,306.0,202.78,0.41,0.03,48950.01,249.13,-0.24,3.48,0.67,BARBUNYA
46529.85,816.64,290.06,205.55,0.15,1.57,47157.37,243.92,-0.31,0.63,0.6,BARBUNYA
50035.89,847.33,279.7,229.39,0.4,-0.78,50800.99,251.8,0.37,1.92,2.4,BARBUNYA
50946.79,884.95,314.28,207.9,2.79,2.04,52064.54,254.87,0.09,1.49,0.63,BARBUNYA
50949.24,885.11,312.33,207.46,1.16,0.25,52063.86,253.24,-1.56,1.66,0.88,BARBUNYA
50949.07,886.71,314.36,208.16,2.09,-0.2,52062.87,254.35,-0.74,-1.49,2.01,BARBUNYA
49310.67,867.83,301.17,206.57,2.51,1.06,50235.96,249.78,-0.47,0.66,0.64,BARBUNYA
50164.82,892.45,313.28,203.35,1.06,-0.03,51210.46,252.67,2.63,0.34,-0.43,BARBUNYA
47148.8,856.78,301.14,198.48,-1.36,0.91,48092.14,244.09,-0.18,0.18,0.49,BARBUNYA
46772.85,833.89,306.55,197.32,-0.18,-1.12,47447.14,245.56,2.23,0.14,0.88,BARBUNYA
48914.56,895.93,309.12,201.52,1.31,0.87,50025.64,249.68,0.8,1.84,0.54,BARBUNYA
47981.34,807.97,290.21,209.49,0.22,1.25,48451.03,246.04,0.82,0.78,2.12,BARBUNYA
48638.99,875.14,301.92,203.8,1.31,1.58,49595.27,248.64,-0.05,0.88,-1.21,BARBUNYA
45653.71,842.93,303.07,192.16,1.15,-0.32,46600.0,240.99,3.28,0.2,1.18,BARBUNYA
49307.77,867.09,305.02,205.66,1.5,0.1,50236.35,250.65,1.65,1.02,-0.9,BARBUNYA
51513.14,888.1,277.29,236.24,1.23,0.3,52437.52,255.71,1.29,0.25,1.06,BARBUNYA
46528.18,816.42,290.12,207.19,3.06,0.63,47156.36,243.68,0.81,1.76,3.17,BARBUNYA
48165.57,823.86,311.1,200.53,1.59,0.97,48757.42,248.34,2.23,0.67,0.51,BARBUNYA
50681.23,904.29,315.79,207.0,1.26,0.5,51612.0,254.0,-0.4,0.52,-0.07,BARBUNYA
50681.51,907.28,315.13,205.65,0.7,0.4,51614.13,252.87,-0.06,1.06,0.34,BARBUNYA
48830.59,871.32,317.94,195.93,2.01,1.0,49662.15,249.83,1.26,1.16,1.96,BARBUNYA
50711.38,877.96,317.2,204.74,3.03,0.83,51453.14,253.45,0.91,0.14,1.76,BARBUNYA
50166.56,894.53,314.69,205.38,0.39,-0.3,51207.85,253.33,2.4,1.87,0.03,BARBUNYA
49990.57,912.59,329.74,194.14,2.42,-1.23,51284.63,253.62,-0.23,2.02,0.97,BARBUNYA
42010.49,810.6,267.55,202.46,1.09,0.96,43087.49,230.59,0.11,0.72,1.93,BARBUNYA
48162.75,829.7,305.77,205.11,0.81,-0.0,48950.82,248.35,0.01,0.38,1.04,BARBUNYA
45564.6,801.86,293.08,198.41,2.15,0.96,46119.55,241.1,0.99,1.75,1.88,BARBUNYA
47796.01,833.69,278.62,218.17,3.16,1.69,48528.01,247.14,1.08,0.35,1.59,BARBUNYA
50948.59,885.67,314.21,206.7,2.15,1.27,52062.8,256.08,0.8,0.41,0.41,BARBUNYA
47883.1,874.1,328.32,185.19,2.72,2.03,48753.84,247.34,0.65,1.58,2.35,BARBUNYA
50165.92,894.25,312.23,204.58,2.65,-0.18,51209.7,253.49,1.16,2.33,0.14,BARBUNYA
50946.73,883.47,312.75,209.48,3.3,-0.0,52060.8,255.86,1.77,0.33,0.81,BARBUNYA
42011.68,808.84,267.81,201.68,1.22,-0.72,43086.13,229.98,-0.24,2.51,1.92,BARBUNYA
50166.23,893.77,314.49,204.55,0.17,0.23,51207.34,251.23,0.11,0.09,2.03,BARBUNYA
49318.39,886.9,311.0,202.57,1.53,-0.82,50399.46,251.05,1.62,0.23,0.22,BARBUNYA
50167.44,893.8,313.74,204.45,1.94,-0.26,51208.9,251.25,-0.6,0.81,-0.13,BARBUNYA
50797.86,900.95,307.43,209.52,1.41,-0.53,52163.31,255.79,0.11,0.76,1.1,BARBUNYA
47883.94,873.34,327.61,186.62,0.3,-0.25,48752.72,248.69,0.47,0.56,0.45,BARBUNYA
49317.82,886.59,312.26,203.45,2.21,-0.32,50400.0,249.43,0.18,1.38,1.51,BARBUNYA
50165.26,893.65,312.45,204.96,2.07,-0.24,51208.15,252.93,2.24,1.92,0.75,BARBUNYA
47144.9,858.78,293.7,202.3,1.72,1.79,47997.59,244.01,0.82,1.69,0.51,BARBUNYA
47142.63,858.07,297.83,203.21,0.78,1.74,47995.89,244.49,1.49,0.94,0.02,BARBUNYA
49968.05,877.97,314.06,202.74,-0.68,0.97,50785.54,253.26,0.78,1.39,-0.31,BARBUNYA
50036.58,845.63,279.72,228.52,-0.06,1.0,50803.04,251.48,1.19,0.99,1.37,BARBUNYA
50683.54,906.35,313.47,205.07,1.26,0.05,51613.06,252.29,2.55,2.8,1.16,BARBUNYA
50800.27,901.44,309.78,210.23,0.58,-0.32,52163.85,254.31,-0.24,1.12,0.73,BARBUNYA
47667.1,844.77,299.16,202.58,0.45,0.12,48449.67,246.89,0.25,0.66,1.3,BARBUNYA
50949.53,885.51,315.54,207.89,0.21,1.27,52062.19,254.74,0.01,-0.49,-0.03,BARBUNYA
51106.64,885.65,317.09,204.81,0.47,-1.97,51978.81,254.53,1.1,0.46,1.16,BARBUNYA
50947.2,884.89,313.58,209.8,0.7,1.13,52063.41,256.3,0.86,0.77,-0.08,BARBUNYA
46277.07,848.04,301.55,195.5,0.52,1.08,47101.36,243.73,0.42,1.4,0.01,BARBUNYA
50166.33,873.45,308.1,206.42,1.52,-1.19,50937.19,251.96,1.77,1.78,0.24,BARBUNYA
44026.96,814.7,294.38,192.11,1.7,-1.31,44638.5,236.32,0.33,1.11,-0.11,BARBUNYA
49308.91,864.48,303.7,206.76,2.25,1.6,50238.05,250.45,-0.37,0.47,0.98,BARBUNYA
49988.98,911.67,329.5,193.57,1.49,2.78,51284.52,252.98,0.04,0.99,0.85,BARBUNYA
49964.78,879.69,313.87,205.1,1.78,1.35,50785.23,251.36,1.01,0.76,0.85,BARBUNYA
49754.21,868.94,334.12,191.63,1.96,2.15,50782.59,251.63,-0.03,0.36,-0.45,BARBUNYA
48636.98,873.25,301.46,204.85,1.32,1.19,49596.47,248.31,1.26,0.48,1.09,BARBUNYA
48868.16,885.92,312.76,197.19,1.91,0.1,49648.13,249.88,1.76,1.57,2.16,BARBUNYA
48868.69,885.05,314.55,198.79,1.24,1.37,49649.71,246.38,0.47,-0.07,2.08,BARBUNYA
51106.19,886.15,317.6,207.27,1.72,0.05,51980.21,253.98,-0.69,0.11,2.49,BARBUNYA
50486.98,983.31,325.76,199.47,3.03,0.54,51525.97,254.22,-0.21,0.3,0.63,BARBUNYA
48438.13,809.11,299.83,206.38,2.19,0.2,48883.59,248.5,2.19,1.03,0.23,BARBUNYA
51016.39,859.97,326.71,196.98,3.43,0.72,51719.71,253.53,1.05,0.6,1.19,BARBUNYA
48637.75,875.82,303.08,206.37,2.06,0.78,49596.93,249.89,2.79,-0.41,-0.38,BARBUNYA
47004.66,821.46,298.96,199.84,0.58,-0.11,47680.47,243.92,0.77,-0.68,1.33,BARBUNYA
48437.61,809.12,298.31,207.25,1.3,0.33,48882.22,247.22,0.18,3.67,0.9,BARBUNYA
47940.21,853.2,284.36,214.48,1.73,-0.32,48827.3,246.56,0.21,0.65,0.49,BARBUNYA
48159.97,829.49,304.74,204.36,1.11,-0.19,48949.52,248.66,-1.89,1.15,1.8,BARBUNYA
47150.02,856.62,299.0,201.1,1.59,0.93,48092.44,244.24,0.32,0.03,0.76,BARBUNYA
50682.7,906.11,313.93,205.75,0.9,0.73,51612.17,254.01,1.09,-0.17,2.42,BARBUNYA
51015.84,858.96,327.24,197.24,2.67,1.43,51717.46,254.2,1.26,0.27,-0.23,BARBUNYA
45012.07,853.78,299.32,191.87,0.42,-0.43,45841.22,239.29,3.03,0.58,0.94,BARBUNYA
47148.35,857.66,299.6,200.32,1.03,-0.39,48091.08,245.08,0.32,1.64,0.51,BARBUNYA
50487.5,980.56,324.54,197.66,1.71,0.09,51523.44,253.01,1.69,1.61,1.64,BARBUNYA
50684.43,905.95,317.38,203.46,0.99,0.72,51613.74,254.28,1.51,0.23,0.65,BARBUNYA
47940.35,854.7,284.58,214.51,1.56,1.5,48828.26,246.73,0.71,-0.31,0.1,BARBUNYA
48638.45,872.17,300.88,206.28,0.17,1.84,49595.32,249.01,-0.76,-1.32,-0.59,BARBUNYA
49991.34,911.21,328.25,192.56,2.04,1.49,51283.87,252.8,0.93,3.1,0.1,BARBUNYA
49775.6,859.2,301.12,212.09,2.63,-0.61,50590.59,251.9,-1.13,1.54,2.25,BARBUNYA
47941.49,854.02,286.46,214.49,1.99,1.95,48828.05,245.5,0.96,-0.71,1.27,BARBUNYA
50575.8,858.27,312.63,206.14,0.55,0.26,51389.94,253.57,-0.67,1.26,0.39,BARBUNYA
46279.63,847.13,300.37,196.94,1.65,1.17,47101.11,243.06,1.99,0.45,-0.71,BARBUNYA
46529.49,814.5,290.84,206.58,1.92,1.23,47155.48,244.28,0.45,0.7,2.02,BARBUNYA
49968.63,880.62,313.12,202.67,-0.29,-0.07,50786.88,252.9,2.07,0.53,1.71,BARBUNYA
45651.11,840.25,301.83,193.63,2.39,0.89,46602.05,241.06,-1.15,0.3,1.6,BARBUNYA
43124.29,838.68,296.12,186.63,2.8,1.1,44072.46,235.72,0.9,0.1,0.51,BARBUNYA
47142.23,859.91,295.83,203.41,1.76,0.54,47996.1,245.2,2.1,-0.26,0.77,BARBUNYA
48639.13,874.64,302.16,204.69,-0.06,1.54,49595.01,249.67,0.75,0.29,-0.91,BARBUNYA
48915.16,895.42,309.99,201.56,2.5,1.28,50028.96,250.3,0.39,1.0,1.88,BARBUNYA
46772.94,832.71,306.39,195.85,2.01,1.62,47446.26,243.34,0.56,1.53,2.0,BARBUNYA
47980.46,807.7,290.78,211.17,1.43,1.02,48453.38,248.17,-0.95,1.18,0.45,BARBUNYA
46276.24,844.22,301.17,195.8,2.99,-0.24,47101.72,243.97,0.78,0.29,0.89,BARBUNYA
48829.74,871.31,318.39,197.1,2.24,0.67,49662.55,250.01,1.76,0.49,-0.02,BARBUNYA
51511.71,887.73,275.69,236.33,1.82,-1.19,52436.79,254.72,-1.33,2.37,2.47,BARBUNYA
49975.66,873.68,312.24,204.53,1.26,1.84,50698.94,250.68,1.56,0.13,-0.34,BARBUNYA
49966.64,877.94,313.03,202.88,0.62,1.16,50787.6,251.41,0.87,-0.17,1.95,BARBUNYA
51107.79,885.62,318.74,207.51,1.33,0.47,51977.87,254.6,0.22,1.83,1.91,BARBUNYA
50710.89,877.87,315.87,203.61,1.06,1.85,51453.11,253.41,0.22,2.35,2.37,BARBUNYA
48637.3,873.73,302.29,202.31,0.73,1.49,49541.44,248.64,0.8,1.13,2.16,BARBUNYA
50948.43,883.86,313.65,208.41,2.12,0.41,52061.79,254.72,1.44,1.2,-0.22,BARBUNYA
48913.77,894.31,310.5,202.36,1.11,0.67,50028.17,249.26,1.89,1.58,0.57,BARBUNYA
50036.87,848.51,278.57,227.46,1.43,1.44,50802.92,253.68,1.53,0.59,0.36,BARBUNYA
43122.58,837.11,295.27,184.9,0.83,0.25,44073.53,235.67,1.12,0.25,0.54,BARBUNYA
47794.28,831.57,280.86,219.03,0.68,-0.38,48528.06,246.38,1.68,0.83,1.66,BARBUNYA
51511.62,886.92,276.65,238.2,0.2,2.39,52434.46,254.62,0.24,-0.34,-0.86,BARBUNYA
47668.63,845.64,299.99,201.39,2.18,1.37,48449.19,245.81,-0.18,2.13,-0.24,BARBUNYA
50487.47,983.32,325.08,198.4,1.79,2.0,51526.3,252.87,1.51,2.37,-0.57,BARBUNYA
49317.06,888.41,309.76,201.72,3.45,2.35,50401.35,251.7,1.1,0.03,-1.16,BARBUNYA
48830.02,870.47,318.95,196.64,1.83,2.98,49661.4,249.5,-0.81,1.19,1.95,BARBUNYA
50167.22,893.45,312.67,205.71,2.91,-1.14,51209.6,252.0,0.9,-0.17,3.71,BARBUNYA
47981.42,808.01,292.45,209.92,-0.45,0.79,48450.87,246.16,1.93,2.02,0.16,BARBUNYA
46773.0,834.68,305.59,195.76,2.08,1.58,47445.2,243.73,2.62,0.77,1.24,BARBUNYA
48165.32,822.67,308.85,197.1,1.78,0.58,48759.3,247.39,0.72,0.19,0.31,BARBUNYA
46773.59,833.41,304.39,196.26,-0.27,-0.36,47446.59,243.9,1.11,0.43,1.7,BARBUNYA
50574.24,858.89,314.52,205.04,0.4,0.33,51390.12,254.93,1.33,-0.32,-1.32,BARBUNYA
49166.1,856.97,295.15,213.81,0.33,1.88,50168.46,250.33,-0.8,-0.25,-0.53,BARBUNYA
48636.48,872.9,300.12,205.64,4.16,-0.57,49595.7,248.52,0.25,1.41,-0.79,BARBUNYA
47884.87,873.09,328.56,185.32,2.39,0.36,48752.1,246.03,0.89,0.27,-0.55,BARBUNYA
49976.29,871.52,314.17,202.53,1.45,0.45,50699.33,250.51,-0.21,0.71,1.24,BARBUNYA
48828.28,871.86,320.44,194.62,1.85,-0.27,49660.54,248.88,1.52,0.84,1.9,BARBUNYA
51105.11,886.1,317.54,207.63,1.04,2.34,51980.86,254.48,3.08,2.57,2.03,BARBUNYA
48159.28,828.68,305.25,203.71,0.92,0.78,48949.69,250.19,0.1,-0.64,-0.42,BARBUNYA
50034.64,846.88,280.2,228.43,-0.09,-0.23,50801.88,251.89,0.67,1.3,-0.2,BARBUNYA
44026.94,815.73,292.45,192.37,-0.52,1.09,44639.86,236.27,-0.14,0.15,2.14,BARBUNYA
45012.15,854.85,298.64,191.03,0.34,-0.23,45841.71,241.44,0.07,1.93,0.32,BARBUNYA
50980.18,882.99,322.83,200.27,2.34,-0.02,51804.0,254.53,2.01,-0.37,-0.37,BARBUNYA
46774.13,834.52,305.67,195.0,-0.01,1.31,47447.99,242.28,1.31,1.59,1.41,BARBUNYA
48161.49,830.03,303.18,202.43,1.26,0.52,48949.57,248.06,0.57,1.93,0.02,BARBUNYA
43122.55,838.19,294.42,186.45,2.01,-0.48,44074.23,234.62,0.37,1.16,-0.48,BARBUNYA
44026.76,813.19,293.17,192.29,1.62,0.88,44637.43,236.79,1.27,1.99,1.23,BARBUNYA
41487.18,760.72,284.18,186.75,2.11,0.05,42005.22,229.72,0.88,1.59,0.17,BARBUNYA
47666.23,845.46,300.62,202.77,0.87,2.21,48451.37,245.42,1.12,-0.35,1.96,BARBUNYA
45652.03,841.38,304.2,191.13,2.21,0.67,46600.54,240.28,0.64,-0.08,1.59,BARBUNYA
44922.85,817.64,280.11,203.75,0.82,0.77,45771.57,240.41,2.53,0.12,1.12,BARBUNYA
49964.94,878.81,313.66,202.94,3.03,0.93,50788.86,251.7,0.62,-1.02,0.26,BARBUNYA
49966.43,878.15,312.01,202.79,0.39,1.19,50788.82,252.27,0.44,0.89,1.36,BARBUNYA
47939.76,855.0,284.0,216.45,1.06,1.08,48829.06,246.97,2.65,1.34,-1.02,BARBUNYA
43148.56,800.18,274.2,201.23,-0.07,0.5,43811.24,232.7,0.85,1.63,1.27,BARBUNYA
51014.1,858.53,327.76,198.57,1.76,0.03,51717.93,254.27,0.53,0.37,0.23,BARBUNYA
50484.74,984.06,324.24,198.4,1.59,1.89,51524.6,253.87,-0.79,0.45,-1.56,BARBUNYA
47981.68,809.72,291.47,208.91,2.21,-0.11,48450.3,245.43,-1.51,1.74,1.68,BARBUNYA
48165.93,825.22,312.14,199.08,2.91,0.24,48756.68,248.31,-1.12,0.08,1.23,BARBUNYA
50710.77,876.2,315.22,202.97,0.27,1.42,51455.28,254.24,-0.05,0.73,0.5,BARBUNYA
46278.49,844.93,299.36,196.1,0.74,0.82,47102.91,243.25,1.81,-0.48,2.06,BARBUNYA
46772.74,834.29,305.12,196.4,2.16,-0.03,47447.01,244.03,-0.25,0.06,1.15,BARBUNYA
51511.85,890.2,277.35,237.54,1.21,0.74,52434.84,257.06,0.69,1.66,0.91,BARBUNYA
47980.12,808.91,291.56,210.5,0.99,1.07,48450.76,247.92,2.45,1.69,0.08,BARBUNYA
46279.8,848.15,299.88,198.02,1.9,0.13,47101.62,240.64,1.04,-0.48,0.03,BARBUNYA
48160.01,828.8,305.71,202.67,2.52,2.67,48949.41,248.54,1.09,0.41,1.21,BARBUNYA
50574.48,858.04,314.54,205.85,2.66,1.36,51389.2,252.97,0.93,1.61,1.9,BARBUNYA
48915.64,894.96,309.62,202.92,1.53,0.56,50027.39,250.19,1.59,0.86,2.01,BARBUNYA
43145.78,800.17,272.44,200.55,1.27,0.8,43811.87,235.92,0.23,-0.7,2.12,BARBUNYA
50977.19,881.37,323.35,199.87,1.87,0.11,51804.77,255.83,1.05,1.35,2.08,BARBUNYA
43145.81,798.6,273.38,202.67,1.39,1.32,43812.31,234.24,1.91,-0.1,0.18,BARBUNYA
46775.49,834.29,305.75,195.31,1.07,2.33,47447.55,242.55,-0.64,0.01,3.34,BARBUNYA
49314.98,886.71,309.3,202.74,2.16,0.91,50400.58,250.42,0.07,1.38,-0.48,BARBUNYA
50711.99,875.69,315.15,203.36,3.07,0.02,51454.37,254.61,-1.0,0.82,1.34,BARBUNYA
46277.56,846.39,300.66,197.63,1.16,1.59,47100.6,244.9,1.32,0.95,-0.61,BARBUNYA
44026.9,812.21,294.22,191.53,0.48,1.32,44639.41,235.11,1.27,0.51,-0.83,BARBUNYA
48438.77,809.54,295.4,206.63,1.84,1.87,48883.03,248.65,2.07,1.79,1.09,BARBUNYA
47982.1,809.32,290.72,210.03,1.1,1.74,48450.58,246.44,0.2,0.85,-0.46,BARBUNYA
45564.68,801.56,297.17,194.98,1.03,-0.81,46119.48,240.51,1.51,-0.09,0.63,BARBUNYA
49964.96,877.97,314.37,202.95,0.91,-0.35,50787.59,252.35,0.0,-0.01,2.0,BARBUNYA
49777.07,862.52,299.88,211.43,1.24,0.45,50590.84,251.79,-0.65,1.77,1.91,BARBUNYA
48831.23,872.15,319.18,195.86,0.79,2.21,49661.54,248.42,-0.86,1.38,-0.2,BARBUNYA
45563.91,801.99,296.72,196.54,0.42,-0.67,46120.17,241.62,0.27,1.58,1.4,BARBUNYA
49776.11,861.27,301.38,212.17,1.64,1.24,50589.79,251.42,1.5,1.07,0.17,BARBUNYA
