Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
59396.29,963.88,384.75,199.45,1.9,1.32,60022.0,273.63,-0.24,1.5,0.85,-0.18,-2.16,0.13,0.68,-0.11,CALI
59180.69,934.56,353.66,215.32,0.54,-0.22,59938.35,273.37,0.93,0.92,0.71,1.18,0.45,-1.2,3.02,1.24,CALI
58252.23,950.41,362.11,209.33,1.98,3.0,59974.66,272.62,-0.31,2.36,-0.06,1.14,-0.48,0.64,0.3,1.08,CALI
57016.33,903.99,350.18,211.23,1.14,1.05,58128.08,268.82,2.25,1.72,1.25,0.22,1.15,-2.06,-0.17,1.13,CALI
58094.41,923.03,350.13,213.12,1.75,0.35,58689.63,271.75,-0.38,0.8,2.3,1.42,-0.61,0.27,1.77,-0.37,CALI
57391.95,920.51,362.65,201.07,1.65,0.77,58763.78,271.35,1.57,0.2,1.03,1.99,-0.11,0.21,0.08,2.83,CALI
57388.84,919.41,361.9,203.81,2.38,0.73,58762.74,269.44,0.88,-0.05,2.6,2.07,-0.43,-0.82,1.43,1.66,CALI
56626.8,922.07,356.77,203.33,0.9,0.29,57280.47,268.34,0.1,0.52,0.81,0.51,0.61,0.79,0.54,1.22,CALI
57016.68,902.54,350.44,210.39,1.92,1.3,58127.21,270.27,0.8,2.51,-0.73,0.76,-1.12,-0.41,-0.06,2.02,CALI
57016.36,903.68,353.6,206.58,2.18,-0.04,57647.59,269.67,2.13,0.87,1.66,1.93,-1.45,-0.87,0.45,0.98,CALI
53610.3,890.98,355.97,192.82,1.9,1.42,54087.36,261.68,1.37,0.76,1.92,0.63,-1.35,0.02,0.31,0.95,CALI
59421.99,950.39,361.39,212.11,1.23,-0.96,60550.0,274.75,2.49,2.42,0.61,-0.17,0.51,0.39,0.43,-1.07,CALI
58961.85,936.26,364.28,209.69,-1.09,0.2,59574.37,274.88,0.89,0.88,0.86,2.16,1.46,0.64,1.45,-1.8,CALI
59468.97,945.0,370.41,206.04,3.03,0.99,60106.61,273.35,1.16,1.26,0.02,0.46,0.28,0.08,0.41,0.59,CALI
57908.1,917.48,361.44,207.27,1.51,1.85,59000.4,271.83,-0.05,-0.79,1.0,2.4,0.81,0.55,0.29,1.02,CALI
59467.09,943.76,372.23,204.16,0.86,2.52,60107.49,275.55,0.29,1.5,0.63,1.42,0.28,0.53,2.22,0.68,CALI
59346.11,944.14,354.76,216.04,0.82,1.5,60734.05,274.31,1.49,2.62,1.95,0.83,0.81,0.8,1.13,0.4,CALI
52448.58,880.44,336.61,198.72,1.86,1.21,53083.65,258.14,0.66,1.59,0.47,-0.31,-1.24,-1.04,2.19,0.89,CALI
59397.66,963.57,384.81,196.16,3.18,1.34,60021.28,275.26,2.73,1.36,0.08,0.31,-0.76,0.41,-0.07,2.42,CALI
55938.89,909.49,348.11,206.25,2.11,-0.64,56663.24,266.46,0.82,0.26,1.88,-0.26,-0.06,0.12,1.49,0.28,CALI
57860.88,952.13,370.96,202.44,0.87,-0.68,59219.28,269.13,0.52,2.15,0.82,0.8,-0.82,-1.35,-0.26,-0.52,CALI
57617.72,901.59,342.89,213.69,3.3,1.29,58094.05,269.69,-0.79,2.09,3.01,-0.3,0.72,-2.41,1.62,1.68,CALI
57017.38,903.1,355.02,204.92,2.44,0.31,57646.97,268.97,0.87,1.05,0.91,-1.26,-0.3,-0.53,-0.81,0.63,CALI
56626.15,923.62,356.16,203.89,0.95,1.33,57278.88,269.35,2.25,0.06,1.88,0.19,-0.43,-0.14,-0.13,3.84,CALI
59207.96,957.22,373.84,202.69,0.74,-0.65,60037.11,275.01,-0.61,0.57,-0.61,0.43,-0.01,0.03,0.03,0.99,CALI
58961.68,935.4,362.66,208.08,0.6,-1.66,59575.6,273.4,0.26,-2.66,0.06,1.98,-0.1,-0.07,0.6,1.04,CALI
56678.46,911.82,354.19,204.87,-0.03,1.19,57530.89,268.89,0.91,1.3,0.35,1.29,-0.07,0.24,-0.37,1.45,CALI
54075.52,892.68,342.5,203.51,2.89,1.07,55290.55,262.92,0.51,0.39,1.18,-2.41,-0.68,0.73,0.78,2.39,CALI
55936.39,908.97,347.13,205.25,0.44,0.62,56664.62,266.9,1.46,0.3,0.88,0.14,-0.4,1.04,2.81,0.86,CALI
58094.84,922.58,351.45,213.49,2.89,1.44,58691.32,270.72,1.04,2.07,-0.54,1.26,-0.42,-0.28,0.43,-0.59,CALI
56834.89,911.39,342.49,211.51,1.16,2.01,57507.28,269.05,-0.56,0.67,0.34,0.74,-0.61,-1.01,0.19,1.32,CALI
54679.96,899.43,353.3,195.84,2.91,1.24,55368.56,263.63,0.15,1.37,1.61,2.55,1.15,-0.35,0.48,0.51,CALI
59337.42,941.97,352.48,217.16,2.32,0.45,59998.79,275.23,0.06,-0.4,1.11,1.25,0.17,-0.51,1.87,1.21,CALI
58960.67,936.05,363.86,209.41,2.42,1.45,59576.57,271.4,1.21,1.99,2.33,0.62,-0.2,0.21,0.71,0.95,CALI
59515.5,937.94,352.45,217.91,3.28,-0.68,60643.71,277.56,0.38,-0.78,-0.18,0.7,-1.05,0.61,-0.62,1.87,CALI
59516.08,938.63,352.48,217.13,1.16,0.43,60642.12,277.06,1.33,1.88,-0.37,0.42,-0.32,0.22,-0.46,1.3,CALI
54075.84,893.82,341.5,201.96,1.67,-0.32,55294.31,262.8,-0.17,2.13,-1.13,2.53,0.45,-2.01,0.05,1.49,CALI
59412.84,920.67,349.25,218.64,-0.03,1.61,60022.6,275.43,1.17,0.58,1.38,0.76,-0.19,-0.34,-1.33,2.47,CALI
57852.24,929.58,360.59,204.51,1.72,0.6,58737.06,271.94,1.53,1.08,0.37,2.66,-0.71,1.12,-0.34,2.68,CALI
58101.66,906.85,335.32,222.51,1.66,1.48,58988.19,271.17,1.14,0.99,0.22,1.03,-0.14,-1.06,1.86,0.66,CALI
59385.74,932.87,360.18,211.61,3.18,2.25,59875.28,274.99,1.16,1.23,1.48,1.46,-0.06,-1.61,-0.53,2.44,CALI
58095.02,922.03,351.46,212.28,1.42,1.24,58688.73,271.26,0.73,0.37,0.68,1.84,-0.83,-1.04,0.33,2.09,CALI
57017.85,903.33,349.82,212.13,-0.14,-0.16,58126.12,267.21,-0.46,2.05,0.19,0.96,0.06,0.31,0.92,0.83,CALI
52448.82,881.16,335.76,198.32,3.04,1.01,53080.11,258.32,-1.08,-0.14,-0.94,0.11,0.47,-0.17,1.49,2.18,CALI
55939.46,909.03,346.88,206.67,1.31,1.65,56664.94,267.7,1.9,1.01,0.69,1.56,-0.92,-0.13,1.95,2.16,CALI
59041.79,930.95,361.04,209.78,2.39,1.2,60026.54,275.44,0.4,1.05,3.1,2.17,-1.61,1.27,0.71,0.82,CALI
55935.91,910.28,348.27,203.38,1.96,0.8,56665.68,266.3,0.94,0.29,1.29,0.86,-0.83,0.28,0.42,1.79,CALI
59651.84,963.19,379.27,206.09,1.95,0.8,61243.71,273.92,1.08,1.1,0.49,2.03,-0.25,0.42,0.77,2.05,CALI
55936.79,910.97,348.52,204.08,1.11,1.0,56665.08,266.95,-0.06,0.26,0.56,1.71,-0.08,-1.42,-0.55,0.43,CALI
59423.66,950.5,361.09,210.88,1.47,-0.09,60550.08,276.27,1.12,2.0,0.77,0.32,-1.85,0.18,1.0,0.16,CALI
57852.44,929.45,356.96,207.41,1.07,-0.78,58738.56,270.64,1.88,1.87,0.99,1.29,-0.16,-1.21,0.54,0.95,CALI
57616.92,901.84,343.06,212.31,1.81,-0.12,58094.18,271.08,0.72,0.5,1.21,1.81,0.14,0.15,1.43,2.13,CALI
59038.69,930.37,349.89,215.79,-0.04,1.16,60457.76,275.12,1.4,1.61,1.3,2.81,0.54,1.3,0.68,-0.64,CALI
56269.38,919.68,375.67,194.74,2.05,0.71,57446.09,267.3,0.48,-0.26,1.26,-0.1,0.6,0.14,1.3,1.74,CALI
54679.17,899.14,353.68,198.63,2.47,0.62,55369.31,264.2,0.24,0.35,1.38,0.33,-0.31,-2.59,0.32,0.01,CALI
58740.8,943.96,370.71,203.61,1.8,0.46,59700.28,274.27,0.62,1.89,-1.37,1.09,-1.26,0.14,2.05,1.15,CALI
55548.16,914.99,346.92,205.09,2.27,-0.47,56518.13,267.61,1.89,2.31,0.18,0.62,0.83,-1.73,-0.44,1.74,CALI
58101.71,908.9,336.97,223.75,1.87,0.29,58986.86,271.47,0.89,1.36,-0.25,-0.73,1.71,0.38,1.81,-0.43,CALI
59338.76,942.13,351.33,216.19,0.53,1.55,59997.61,272.82,1.16,1.07,-0.81,-0.64,-0.95,-0.05,0.01,0.64,CALI
59337.96,941.59,350.1,215.31,2.74,0.6,59998.92,276.31,0.69,1.3,-0.32,0.12,-1.12,-0.21,-0.69,0.28,CALI
57852.46,930.13,358.67,206.35,-0.25,1.62,58736.45,272.37,1.08,-0.32,-0.23,0.12,-1.76,-1.38,0.61,-0.34,CALI
58093.04,921.8,348.81,211.65,1.58,2.31,58691.97,273.03,0.47,-0.2,1.23,-0.47,1.28,1.17,1.15,0.83,CALI
59208.11,956.62,373.02,202.84,1.44,0.87,60036.37,273.72,0.27,2.23,1.11,0.56,-0.22,1.13,0.58,0.71,CALI
59386.97,929.89,360.85,209.93,2.17,0.56,59876.59,274.7,1.24,0.32,0.8,-0.25,-0.76,-1.03,2.29,2.41,CALI
58100.03,908.2,335.13,222.73,1.17,1.81,58984.04,271.14,0.46,-0.07,1.21,1.09,-1.42,0.28,0.98,0.44,CALI
55608.23,918.71,347.29,205.29,0.93,0.28,56287.47,265.87,0.72,2.05,0.39,0.35,2.63,-0.7,1.54,0.72,CALI
56834.67,908.56,339.8,211.73,0.87,1.49,57510.08,269.36,0.31,0.0,0.19,2.4,0.77,-2.21,1.49,1.6,CALI
57017.96,902.25,355.4,205.24,1.49,-0.16,57648.66,269.16,0.64,1.21,-0.37,-0.07,1.69,0.03,2.79,0.52,CALI
56674.01,897.22,342.57,209.43,1.34,0.04,57180.71,268.27,0.13,0.69,-0.36,0.01,-0.73,-0.62,-0.38,1.64,CALI
56833.18,909.46,341.73,211.27,1.81,0.18,57508.31,269.22,0.43,1.27,-0.14,0.21,-1.93,0.6,0.75,0.39,CALI
58738.77,942.1,371.42,204.93,0.96,0.41,59699.21,272.65,0.75,1.22,1.88,0.61,0.63,-0.2,0.86,0.98,CALI
57018.24,903.74,349.23,209.63,0.84,-0.57,58127.45,270.09,0.73,0.95,0.4,0.12,-0.73,0.44,0.8,0.26,CALI
57783.71,915.85,331.51,225.27,-0.36,0.15,59195.87,270.41,0.53,1.4,-0.1,0.15,0.3,-2.54,-1.13,-1.31,CALI
57861.65,952.58,372.95,203.37,1.01,-1.52,59218.75,271.12,1.69,2.09,1.45,-0.03,-1.27,-2.31,1.35,1.04,CALI
58960.13,937.33,364.3,207.6,1.0,2.0,59576.59,274.34,1.54,1.43,0.03,-1.24,0.99,0.78,0.31,0.98,CALI
57852.11,931.55,359.27,206.42,0.69,1.29,58737.32,270.93,-0.26,1.59,1.01,0.89,1.31,1.01,0.85,2.63,CALI
56376.38,922.04,350.58,207.15,1.51,0.19,57032.1,270.36,-2.27,2.44,0.54,-0.57,0.74,-2.56,-0.44,0.13,CALI
59654.17,962.45,380.37,204.51,1.62,0.31,61242.92,275.73,1.03,1.86,0.88,1.72,2.05,0.77,-0.33,1.14,CALI
57015.09,901.72,351.03,212.4,2.0,-0.43,58126.59,270.99,0.88,0.9,0.56,0.52,-0.5,-0.05,0.71,2.39,CALI
56834.82,910.55,342.42,213.81,1.95,0.91,57508.28,269.06,1.14,-0.15,0.57,-1.37,-0.58,1.66,-0.02,0.76,CALI
57909.05,915.35,360.61,207.36,1.2,-1.96,58997.15,272.48,1.92,1.19,3.25,1.24,-0.39,-0.4,0.9,3.11,CALI
57862.35,949.0,372.84,202.87,0.87,-0.08,59219.66,271.51,0.15,1.54,0.47,2.75,0.41,-0.72,0.05,0.76,CALI
56374.99,922.84,350.72,205.4,2.89,1.82,57032.9,267.86,0.58,1.07,-0.56,1.97,0.08,0.17,1.86,1.47,CALI
58822.74,942.54,368.48,205.39,0.49,0.23,60180.0,272.55,1.21,-2.8,-0.66,0.21,-0.7,-0.14,-0.72,2.32,CALI
57549.07,928.52,363.49,205.48,1.12,-0.14,58470.81,270.14,-0.04,1.69,1.35,0.74,0.55,0.51,1.51,-0.18,CALI
57788.05,915.78,333.42,223.53,2.18,-0.44,59197.98,271.8,0.89,1.42,0.44,1.02,1.66,0.7,-0.66,0.97,CALI
58875.74,966.5,375.47,202.78,2.3,2.96,60279.16,273.22,0.26,1.38,0.91,1.09,-1.91,0.67,-1.78,-0.11,CALI
55719.79,897.21,319.87,224.59,1.47,2.47,56734.63,263.87,0.83,0.94,0.63,0.21,-0.71,1.03,0.7,-0.06,CALI
59516.53,938.19,354.99,216.5,0.29,0.11,60642.23,276.23,-0.46,1.08,-0.93,1.72,-0.15,0.62,1.2,0.1,CALI
59468.25,947.44,370.18,205.28,2.8,0.45,60106.46,274.78,0.33,1.38,0.43,1.72,-0.98,-0.12,-0.13,0.88,CALI
59467.8,946.24,370.23,206.95,2.26,1.35,60108.13,275.74,1.05,0.55,0.12,1.6,-0.43,0.24,-1.51,0.52,CALI
53610.36,893.84,353.48,192.68,1.56,0.19,54084.94,262.56,3.03,2.24,-0.32,3.11,1.14,0.28,1.2,0.45,CALI
52448.9,883.17,335.01,198.49,1.72,0.18,53083.05,258.73,-0.38,0.09,1.67,-0.74,-1.18,0.48,1.08,3.01,CALI
59466.77,947.3,371.75,205.76,1.53,2.1,60106.07,276.88,1.73,0.08,-0.11,-0.91,-0.37,-0.16,-0.23,1.17,CALI
57550.97,928.37,362.18,203.29,1.67,-0.34,58470.87,271.54,1.6,2.05,0.98,-0.89,-1.18,-0.66,2.39,1.89,CALI
59041.53,931.37,359.71,210.7,1.34,-1.87,60026.08,276.39,0.31,0.85,1.9,1.12,-0.3,-0.78,0.67,1.92,CALI
56674.88,897.83,345.98,210.17,0.36,-1.64,57178.06,267.86,-0.1,1.83,-0.47,-0.96,-0.21,-0.2,1.68,1.23,CALI
59469.21,947.04,371.05,205.09,1.25,0.51,60107.43,275.28,0.07,0.29,0.64,-0.44,0.95,1.09,0.65,1.75,CALI
54076.37,894.43,342.77,202.99,1.47,1.28,55292.48,262.75,0.42,0.28,0.18,0.68,0.35,0.74,0.73,1.73,CALI
59653.41,965.16,379.54,204.45,1.67,-0.13,61245.74,274.87,0.39,0.31,-0.52,0.22,-0.58,-0.25,-0.46,1.32,CALI
55499.93,896.57,344.22,207.28,2.2,0.57,56393.65,265.46,0.81,-0.18,-0.64,-0.9,0.64,-0.77,0.78,-0.18,CALI
57015.91,903.2,355.37,205.83,1.37,0.75,57650.35,269.84,0.5,1.23,1.02,-0.4,-0.71,1.17,0.44,0.85,CALI
57863.27,951.5,374.81,202.84,1.16,1.6,59219.45,273.25,1.59,1.17,-0.43,-1.21,1.13,0.38,0.22,0.14,CALI
55936.83,908.36,346.17,205.27,0.53,1.47,56664.69,266.63,1.68,0.02,0.8,0.75,0.48,-1.21,0.42,0.69,CALI
55723.45,896.89,318.02,225.58,0.99,1.02,56735.17,268.59,1.09,2.3,1.25,0.36,-0.67,-0.6,1.1,1.45,CALI
59388.41,929.38,359.55,211.05,2.31,0.96,59877.08,274.22,1.01,1.28,2.46,-0.5,-0.84,-0.54,1.46,2.76,CALI
59182.84,935.68,355.57,213.66,0.6,0.63,59938.89,274.65,1.15,1.02,1.7,1.06,0.12,-0.68,0.13,2.07,CALI
57549.54,930.25,363.65,204.45,1.98,-0.03,58470.16,270.12,-0.58,0.88,2.32,1.51,-0.56,-1.3,0.52,0.29,CALI
57388.73,919.91,360.37,205.07,0.53,-0.24,58763.71,270.31,0.97,1.34,-1.87,-0.76,-1.68,0.54,-1.16,3.3,CALI
56679.57,910.67,354.92,204.93,1.54,1.32,57530.0,268.54,-1.77,2.72,0.7,0.68,0.6,-0.25,0.08,2.09,CALI
58094.29,924.52,349.56,212.67,1.79,1.05,58691.26,271.56,0.83,0.15,1.03,1.46,0.27,1.44,0.23,-0.33,CALI
53607.08,894.09,355.08,193.13,1.76,2.48,54087.01,260.52,1.31,-0.05,1.8,1.46,0.47,-1.22,0.84,1.6,CALI
59387.16,929.04,361.52,210.78,2.35,1.2,59876.6,275.23,-0.31,1.39,0.9,0.99,1.26,-1.09,-1.06,0.98,CALI
57788.16,917.03,329.78,225.03,1.45,2.3,59195.18,271.64,1.35,1.07,-0.83,0.7,0.9,0.4,1.51,-1.75,CALI
59182.91,934.58,352.66,214.84,1.65,0.43,59939.35,275.57,0.26,0.31,0.74,1.04,1.49,-2.16,1.28,-0.83,CALI
57854.24,929.07,357.76,208.33,2.55,0.88,58736.15,272.15,0.37,1.7,1.79,0.46,0.58,-0.72,1.71,1.72,CALI
55500.74,897.05,345.93,207.34,3.33,1.63,56394.26,265.14,-0.65,2.19,2.44,-0.76,2.12,0.54,-1.37,0.06,CALI
52448.88,881.09,337.07,199.36,0.91,1.82,53082.63,257.2,1.26,2.5,0.13,1.79,1.45,-0.01,-1.1,2.08,CALI
56833.99,909.8,341.41,213.26,2.26,1.73,57509.36,270.5,1.59,1.92,-1.07,-0.19,-0.76,-0.68,-0.36,0.94,CALI
56270.52,918.76,372.89,194.91,2.44,2.12,57445.3,267.1,0.65,1.47,2.77,-0.39,-1.73,-1.35,0.37,-0.85,CALI
58823.38,941.42,367.93,206.4,1.31,1.23,60180.32,271.1,2.49,0.81,1.63,0.84,0.63,0.34,1.49,1.17,CALI
