Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Class
55937.4,910.19,347.11,206.53,1.3,-0.17,56662.85,267.28,2.99,-0.35,1.5,CALI
58102.93,907.84,334.25,223.87,0.56,0.86,58985.0,272.08,0.66,-0.09,0.34,CALI
57853.8,929.14,360.43,208.32,2.59,0.89,58737.0,271.08,1.21,1.88,-0.06,CALI
59467.99,946.05,370.3,205.79,2.04,0.91,60105.84,274.78,0.74,1.0,0.08,CALI
58737.97,942.73,369.81,205.39,1.61,1.62,59701.27,272.7,-0.38,1.49,-1.35,CALI
58093.34,923.98,350.45,212.57,1.15,0.94,58691.02,272.33,0.99,1.46,-0.52,CALI
59386.69,929.91,361.39,212.66,1.2,0.37,59877.47,274.83,-1.47,-0.65,1.96,CALI
57862.8,951.21,369.9,201.05,2.12,-2.41,59219.09,271.13,1.35,2.01,1.51,CALI
58823.8,942.5,367.89,205.24,2.72,2.4,60178.94,273.54,0.6,0.5,0.94,CALI
59396.49,964.73,384.79,197.19,-0.03,1.13,60020.08,275.18,0.95,1.89,0.27,CALI
58633.21,931.65,350.96,214.33,4.4,0.56,59677.89,274.04,-0.69,0.94,2.65,CALI
58877.7,966.18,375.72,200.91,2.19,-0.1,60279.39,274.15,-0.23,1.23,0.01,CALI
54680.93,900.24,352.67,197.11,1.31,-0.1,55369.16,264.98,-0.91,1.43,-0.96,CALI
59515.63,939.95,353.73,215.84,2.66,1.8,60641.78,275.43,1.79,1.15,2.22,CALI
54075.44,896.07,342.12,201.41,2.52,0.12,55292.91,261.05,1.59,0.7,0.31,CALI
57907.88,914.47,361.19,205.53,0.04,0.99,58998.54,271.53,0.87,1.77,1.12,CALI
57852.22,931.34,359.71,207.94,0.81,2.76,58736.4,272.07,-0.5,1.66,0.36,CALI
59036.61,930.88,349.1,217.7,2.85,3.11,60457.8,273.12,0.67,1.72,1.51,CALI
56268.08,920.55,374.86,193.61,1.66,0.83,57445.65,267.58,0.32,0.81,0.51,CALI
58094.22,920.43,349.37,213.34,0.49,0.71,58692.09,272.3,-2.1,1.28,0.3,CALI
54138.17,904.77,356.87,194.97,1.29,0.09,54769.38,262.52,0.31,0.83,-0.01,CALI
58093.47,921.23,349.33,212.96,1.49,0.18,58690.32,269.0,1.79,1.73,2.45,CALI
56376.04,922.4,350.57,205.74,2.48,0.74,57034.36,268.23,2.05,1.98,2.46,CALI
55607.98,918.14,348.17,205.44,0.21,0.76,56287.76,266.29,0.65,0.9,1.51,CALI
54136.8,905.94,357.77,195.81,2.71,1.13,54768.6,262.44,-1.07,1.47,0.76,CALI
59424.14,949.76,360.01,210.91,2.32,1.3,60551.37,273.66,0.65,1.3,0.93,CALI
58822.41,940.69,366.93,205.92,1.0,0.65,60176.96,273.72,-1.16,2.13,1.72,CALI
59040.68,934.46,359.07,210.96,3.07,1.4,60025.84,276.57,-0.13,0.58,2.82,CALI
57016.58,902.52,350.42,210.33,0.44,1.3,58127.43,270.26,1.49,-0.08,0.19,CALI
54073.84,894.22,343.01,203.44,2.67,0.47,55292.51,262.53,0.34,0.49,1.21,CALI
58962.6,937.02,362.07,206.69,1.4,0.24,59576.52,273.93,1.06,-0.84,0.46,CALI
59387.45,930.53,361.9,211.1,2.43,1.26,59877.25,275.18,0.38,1.18,1.09,CALI
58875.33,964.47,376.61,202.21,0.45,1.38,60279.02,274.83,2.3,1.54,-0.92,CALI
55939.56,910.28,348.56,207.08,1.69,0.39,56664.94,265.94,1.72,2.27,0.7,CALI
57017.83,903.6,349.12,209.89,2.15,1.46,58128.43,268.43,0.89,1.56,1.12,CALI
52449.71,882.83,337.53,197.09,2.32,0.94,53082.82,259.35,0.7,-0.0,-1.13,CALI
58633.23,932.17,351.72,214.02,-0.66,0.61,59678.06,272.12,0.24,-0.47,1.44,CALI
56626.19,922.67,356.69,201.58,1.15,1.42,57279.44,267.32,1.55,1.15,-0.16,CALI
58251.83,949.0,360.95,208.38,1.59,1.97,59974.84,272.59,0.06,0.71,1.23,CALI
58102.85,907.53,334.43,223.58,2.15,-0.63,58985.14,271.8,1.88,-0.24,1.06,CALI
59413.84,922.69,348.15,217.33,1.73,0.92,60022.61,274.17,0.24,1.62,1.7,CALI
55550.19,915.13,348.53,203.95,0.15,2.54,56518.25,265.41,1.74,3.16,1.02,CALI
55500.55,897.34,343.98,207.19,1.74,0.46,56393.83,267.32,-0.42,1.55,0.19,CALI
58100.95,907.47,335.1,223.94,0.8,-0.24,58985.41,273.14,1.52,-0.98,0.93,CALI
59413.64,921.43,348.57,218.94,0.91,0.14,60022.94,273.61,1.99,1.54,0.48,CALI
59414.75,920.12,349.71,218.63,0.82,-0.14,60022.22,273.71,2.12,0.83,0.56,CALI
59467.99,945.77,370.16,205.12,2.13,1.61,60106.08,275.38,-1.43,1.26,1.5,CALI
57390.42,922.59,363.05,202.53,0.54,1.88,58762.82,271.5,2.09,0.53,1.31,CALI
59041.11,931.56,360.24,211.96,0.58,-1.04,60026.49,274.25,-0.23,1.01,0.75,CALI
59652.15,964.14,380.64,203.26,0.86,1.84,61243.68,275.65,0.56,2.28,1.41,CALI
53611.46,891.7,354.36,193.35,1.62,2.27,54083.59,262.42,1.34,1.59,1.39,CALI
55544.26,925.98,357.47,198.48,2.98,1.5,56206.65,264.67,1.3,1.93,-0.99,CALI
59468.13,946.94,369.42,205.4,2.41,-0.43,60105.2,273.65,-0.18,1.3,2.49,CALI
58094.19,920.69,348.35,212.84,0.79,0.5,58692.13,273.02,0.07,1.36,0.85,CALI
59396.44,965.7,384.64,196.06,1.12,0.57,60019.83,275.02,1.41,0.66,-0.14,CALI
55552.13,914.73,346.79,203.94,0.48,-0.67,56517.61,267.4,-0.75,-0.66,0.53,CALI
57547.89,929.4,361.78,203.46,0.69,0.17,58470.33,270.34,1.93,0.45,0.18,CALI
55544.79,925.17,357.96,199.01,1.34,1.15,56205.02,266.63,0.77,1.83,0.65,CALI
57017.59,904.11,354.98,205.0,2.18,1.85,57649.61,269.97,0.45,1.09,-1.36,CALI
59414.4,921.65,349.18,218.55,2.78,0.8,60023.52,273.19,0.36,1.47,3.26,CALI
59424.37,950.07,361.38,210.79,1.03,0.17,60550.24,274.99,-0.67,-0.03,2.17,CALI
57617.01,902.48,344.81,214.29,1.37,-0.14,58093.9,268.97,0.1,1.9,0.22,CALI
55543.49,922.97,356.17,197.75,1.28,4.6,56205.47,264.63,-0.95,0.97,3.46,CALI
58961.53,938.15,364.05,207.92,1.87,0.18,59574.93,272.18,1.71,0.52,-1.23,CALI
57908.85,914.25,360.79,206.34,2.21,0.91,59000.46,270.76,1.07,1.97,3.52,CALI
58095.65,922.34,349.34,214.03,1.46,2.2,58691.83,271.84,0.28,-1.4,0.0,CALI
56626.19,923.1,356.85,203.26,2.83,1.25,57281.69,265.76,0.84,0.66,1.14,CALI
59343.59,945.17,355.93,213.32,2.83,-0.64,60734.55,273.87,0.98,2.82,0.74,CALI
57391.33,921.69,362.12,204.86,1.86,0.95,58762.25,269.14,0.57,1.8,0.4,CALI
55937.72,909.08,345.9,205.92,3.21,1.62,56664.01,266.62,-0.53,-0.18,1.97,CALI
55544.04,925.93,357.1,197.63,2.18,1.84,56205.62,265.6,2.71,0.96,0.5,CALI
57017.3,904.57,349.68,211.17,-0.09,0.47,58126.52,268.98,0.45,1.89,1.39,CALI
55936.82,909.2,347.65,206.31,1.59,-1.14,56665.17,265.88,1.49,1.11,1.42,CALI
58252.45,949.46,362.12,207.43,1.5,-0.01,59974.3,271.43,1.43,0.88,0.7,CALI
55938.84,908.5,347.12,206.01,2.42,1.88,56662.23,266.34,0.46,1.39,1.29,CALI
52446.78,882.71,335.77,199.74,2.48,0.43,53081.33,258.27,-0.01,0.93,0.76,CALI
55607.48,918.66,347.64,205.85,1.17,0.96,56289.01,265.77,1.12,0.45,0.43,CALI
58251.97,950.77,363.77,207.16,1.34,1.65,59973.34,272.66,0.65,-0.03,0.05,CALI
57390.0,922.51,361.22,203.2,0.48,0.29,58762.69,268.99,-0.38,0.84,-0.15,CALI
54679.64,900.06,353.42,197.01,0.98,0.57,55371.24,264.28,0.71,-0.14,-0.74,CALI
58250.77,951.38,363.65,206.16,0.76,0.39,59976.47,271.46,2.52,0.55,1.66,CALI
55721.84,897.28,318.93,224.87,0.47,0.05,56734.22,265.97,0.62,2.0,1.16,CALI
57786.42,916.83,332.92,225.19,0.85,0.39,59197.14,272.56,2.56,2.34,-0.11,CALI
59468.64,946.44,369.32,206.3,3.28,-0.1,60105.41,275.8,0.05,1.73,1.1,CALI
59342.92,945.37,353.83,215.26,1.66,0.86,60734.52,274.62,-0.63,0.1,1.47,CALI
54074.96,894.7,340.5,204.38,2.1,2.66,55292.99,261.86,2.56,2.01,0.36,CALI
59040.06,931.99,358.69,210.79,1.42,1.51,60025.19,275.16,0.92,0.26,-1.24,CALI
55937.45,909.51,346.93,206.3,0.91,1.6,56663.74,265.31,-0.47,1.2,1.62,CALI
54679.42,899.91,355.58,199.22,1.16,-0.72,55368.37,263.96,0.93,1.34,1.21,CALI
59344.72,944.37,354.93,214.81,0.55,1.09,60734.19,275.67,-0.36,-0.0,1.78,CALI
57851.89,931.83,359.11,207.37,2.36,1.54,58735.54,269.91,1.63,2.18,0.1,CALI
55608.26,918.42,348.56,203.68,1.17,-0.28,56288.78,266.81,0.18,0.45,2.03,CALI
58875.83,967.3,377.29,200.53,2.56,-0.45,60278.42,274.76,0.01,0.46,-0.25,CALI
56679.51,910.58,357.31,203.59,0.97,1.58,57531.66,269.75,1.12,0.77,0.95,CALI
55501.24,899.32,345.59,208.0,2.38,0.54,56393.64,265.35,0.16,-0.6,0.66,CALI
55721.8,898.9,319.0,225.89,1.68,1.0,56735.21,266.3,0.55,1.62,1.06,CALI
57852.6,930.63,360.73,205.78,1.92,1.02,58736.77,271.37,-1.15,-0.53,0.44,CALI
59650.52,964.78,377.03,202.47,0.84,1.18,61243.88,276.83,1.05,0.91,2.19,CALI
59183.11,934.95,353.84,214.82,1.43,2.49,59941.85,275.15,0.61,0.09,0.18,CALI
59182.6,932.55,353.59,216.76,1.23,0.72,59938.6,272.88,2.05,0.95,0.68,CALI
56374.61,921.07,349.3,204.63,1.81,1.18,57034.39,269.13,0.36,0.67,-0.3,CALI
59517.27,938.06,353.46,216.63,1.36,0.81,60644.36,275.45,2.04,1.24,1.06,CALI
58102.95,907.6,334.98,223.4,2.76,-0.48,58984.91,271.87,1.42,-0.13,0.82,CALI
59411.39,920.99,348.37,218.57,0.85,1.24,60022.4,276.17,1.02,1.91,0.77,CALI
59651.05,964.02,379.77,204.82,0.59,0.67,61243.63,276.8,0.98,2.13,-0.06,CALI
59181.89,935.83,353.42,214.78,-0.28,2.22,59939.62,274.72,1.08,0.65,0.95,CALI
57863.97,950.45,372.69,202.18,2.95,-0.41,59220.37,272.05,-0.15,1.18,1.54,CALI
55608.0,918.73,349.78,205.2,1.54,1.74,56286.6,266.04,-0.55,2.0,0.35,CALI
55498.67,897.94,345.98,207.47,1.45,0.41,56394.24,268.16,1.41,1.5,-0.42,CALI
57618.95,900.39,344.8,215.29,1.37,2.55,58093.64,269.77,1.36,0.6,0.75,CALI
56679.95,910.78,356.48,204.02,1.35,0.49,57530.51,269.98,-0.52,1.82,1.22,CALI
56628.34,924.71,355.91,205.11,1.13,-0.63,57280.0,268.49,-0.65,1.45,2.13,CALI
57548.25,929.21,362.04,204.46,2.24,1.16,58470.73,269.98,-1.28,2.19,2.08,CALI
59617.72,929.02,340.95,224.49,1.24,0.42,60537.21,275.36,-0.6,2.26,1.24,CALI
58961.47,937.5,361.57,208.77,2.56,-0.86,59574.66,275.72,1.2,1.43,1.31,CALI
58740.77,943.03,370.98,204.95,0.98,0.22,59700.08,272.37,0.46,1.32,2.11,CALI
56679.13,910.04,357.46,204.58,1.93,0.64,57532.05,267.84,0.18,1.27,1.56,CALI
55607.62,917.82,348.31,204.6,2.3,0.03,56288.62,266.9,0.33,0.63,0.39,CALI
59424.21,951.65,361.77,209.95,1.74,0.19,60548.03,276.02,-0.41,0.86,1.83,CALI
59040.91,931.73,360.3,212.71,1.5,-0.37,60025.86,274.19,-0.29,2.06,0.64,CALI
56375.78,922.48,351.25,206.4,3.32,-0.12,57032.31,267.04,0.21,1.46,0.43,CALI
58252.01,950.28,363.86,208.29,1.68,0.66,59972.58,272.5,0.56,1.0,0.8,CALI
55936.11,909.99,347.72,205.77,2.29,0.09,56664.76,266.38,-0.97,-0.38,1.05,CALI
59184.07,934.59,353.67,213.97,1.75,1.2,59939.33,275.71,0.62,-1.23,-0.26,CALI
59651.82,963.98,380.59,204.28,-0.18,2.11,61245.37,276.02,0.92,1.14,-0.5,CALI
54680.26,899.27,353.28,200.77,1.68,0.39,55369.13,263.17,1.16,1.2,1.11,CALI
57787.09,916.0,329.41,225.03,1.97,0.77,59196.37,271.21,0.53,0.09,1.29,CALI
57785.2,918.27,331.87,226.63,1.12,0.8,59195.81,271.92,0.75,0.89,2.48,CALI
56627.04,921.6,357.81,203.66,1.91,1.46,57280.44,268.81,0.09,1.01,-0.03,CALI
58875.27,966.33,377.16,202.39,1.59,0.19,60277.66,273.18,-0.53,0.94,1.02,CALI
57861.62,951.86,372.7,202.71,1.38,1.28,59219.79,271.85,1.87,1.26,1.54,CALI
57390.33,921.77,363.59,202.88,1.51,0.64,58762.51,269.52,0.58,-0.51,0.71,CALI
57390.24,920.7,362.05,202.66,2.75,1.1,58762.39,270.21,1.65,1.52,0.14,CALI
59036.85,931.39,348.6,215.59,2.04,2.11,60457.2,273.14,1.28,1.24,0.25,CALI
59387.62,932.1,360.65,212.17,3.38,1.96,59876.71,274.87,1.72,0.84,1.07,CALI
54342.3,867.69,303.17,226.05,1.38,1.2,54906.79,264.1,-1.28,-0.49,1.09,CALI
59412.5,921.53,345.33,217.02,1.52,-0.38,60023.73,276.04,1.43,1.14,1.01,CALI
54137.43,905.3,354.0,194.04,0.76,0.3,54770.03,263.2,0.67,2.03,-0.46,CALI
59617.36,928.54,341.57,224.29,0.79,1.37,60537.27,275.22,0.42,0.7,0.53,CALI
55607.58,920.48,349.21,205.22,1.79,1.08,56289.07,265.42,1.37,1.13,1.13,CALI
55607.26,919.14,350.5,205.98,1.11,0.87,56288.05,266.63,1.08,1.3,0.31,CALI
56627.62,923.73,355.48,203.88,0.67,0.71,57279.99,269.97,0.41,1.71,-0.44,CALI
57854.27,930.61,356.8,207.57,2.97,1.12,58736.97,272.31,0.75,-0.08,1.95,CALI
59397.27,963.74,384.27,197.5,1.28,1.88,60021.09,275.09,2.4,0.74,0.55,CALI
57015.57,903.07,350.59,210.99,1.47,1.94,58125.26,269.31,0.8,0.12,-0.14,CALI
55970.68,897.54,342.66,209.26,1.64,-0.12,56562.97,266.61,0.83,2.07,0.69,CALI
55607.59,919.47,348.52,205.98,2.41,-0.22,56287.98,267.42,1.92,0.81,-0.3,CALI
59343.78,944.07,355.27,214.88,1.13,-0.36,60733.54,275.84,1.13,-0.86,1.67,CALI
59398.64,965.72,384.0,197.57,0.67,1.94,60019.9,273.69,0.86,-0.35,1.6,CALI
58104.6,907.98,334.51,224.02,1.29,0.91,58985.99,271.03,0.36,-0.51,0.85,CALI
59412.7,921.19,347.49,217.48,0.48,0.44,60022.83,273.01,1.15,0.91,-0.37,CALI
55936.83,908.91,346.68,205.21,3.21,0.51,56663.13,266.62,0.23,1.18,1.03,CALI
54343.39,868.59,301.16,229.86,1.22,-1.38,54905.6,263.87,0.04,1.0,1.33,CALI
55548.36,914.39,348.37,204.32,0.59,0.52,56515.95,265.05,2.05,0.43,0.78,CALI
59423.57,949.38,361.45,211.72,0.13,1.41,60551.35,275.45,-0.18,2.94,1.76,CALI
58633.73,929.14,351.21,215.77,3.1,0.1,59675.75,273.17,1.51,0.2,1.21,CALI
56675.24,897.7,345.88,211.12,2.52,1.61,57179.25,268.69,1.37,2.35,0.38,CALI
55606.86,919.83,349.26,203.54,0.93,2.0,56287.66,265.0,2.89,1.18,1.13,CALI
55608.76,918.0,350.21,202.87,-0.61,1.99,56286.28,267.22,0.75,-0.52,0.83,CALI
59039.98,929.25,351.56,214.9,-0.02,0.32,60458.58,272.94,1.23,-0.08,-0.85,CALI
54076.8,894.05,343.04,202.89,1.19,-0.1,55292.36,261.13,0.79,0.97,2.08,CALI
57015.86,903.76,351.0,210.17,-0.35,2.07,58126.26,268.75,0.5,1.22,0.78,CALI
55971.92,896.69,342.32,207.57,-0.32,1.49,56559.81,268.12,-0.05,1.44,0.44,CALI
59040.86,930.13,349.15,218.05,1.14,-0.59,60457.44,276.93,1.91,-0.06,-0.37,CALI
56835.11,910.41,341.58,213.78,0.39,0.99,57509.47,268.34,-2.78,1.18,1.96,CALI
59385.68,930.66,361.01,212.25,2.12,2.13,59877.24,274.16,2.56,0.4,2.87,CALI
56834.53,909.11,340.24,213.23,1.73,0.34,57510.19,268.71,1.54,0.49,0.88,CALI
55972.13,897.11,342.17,209.45,0.12,1.91,56564.47,265.43,1.1,1.26,0.62,CALI
55721.56,898.47,319.44,224.52,2.1,0.38,56735.29,266.92,0.11,1.22,1.52,CALI
58739.78,944.75,372.16,204.19,2.07,1.9,59699.31,273.53,1.03,2.58,0.23,CALI
59651.93,964.77,378.41,205.49,1.84,0.16,61245.96,275.17,1.35,1.06,0.94,CALI
56833.82,908.78,342.59,210.66,2.49,-0.06,57510.5,267.92,-0.54,-1.14,0.37,CALI
55500.15,898.4,343.82,208.1,1.7,0.3,56391.69,265.95,0.34,0.86,0.18,CALI
59617.34,927.57,340.73,223.35,0.67,1.35,60536.05,276.65,1.4,0.9,1.36,CALI
59413.63,921.38,348.08,218.7,2.86,-0.94,60022.68,274.49,2.3,1.35,1.78,CALI
56680.18,910.59,357.02,206.28,3.03,-0.94,57532.71,270.69,0.14,1.48,0.5,CALI
59412.52,920.03,345.37,218.04,2.39,1.74,60022.82,274.43,1.57,2.09,0.51,CALI
56680.78,911.63,356.94,204.17,1.69,1.43,57531.32,269.06,1.37,1.92,-0.24,CALI
57548.68,930.81,363.52,204.53,1.2,1.33,58471.41,270.07,-1.12,1.75,0.88,CALI
56269.61,920.8,374.65,192.73,2.37,-0.63,57445.5,269.09,0.52,1.65,1.79,CALI
58822.54,942.17,367.6,206.54,1.38,1.09,60180.21,272.44,1.29,1.8,1.68,CALI
55720.55,898.45,318.37,224.9,0.74,1.48,56737.48,267.58,1.32,0.64,1.27,CALI
59388.39,930.57,361.57,210.71,2.47,1.27,59876.81,274.58,1.33,0.41,2.02,CALI
55607.6,917.26,349.76,205.29,0.18,0.61,56288.03,266.38,2.02,0.06,1.38,CALI
54681.12,898.58,353.72,199.23,2.03,0.44,55370.07,264.99,0.23,0.94,1.7,CALI
57017.69,903.4,355.62,204.95,-0.22,0.16,57648.85,268.84,2.67,0.97,0.86,CALI
52448.84,881.16,337.4,200.07,2.88,1.09,53082.99,259.06,0.94,0.44,0.13,CALI
59041.55,932.11,358.76,209.61,1.65,1.81,60025.84,274.38,1.46,1.09,0.09,CALI
58959.97,937.82,364.22,208.28,2.21,1.71,59574.87,273.71,-0.72,0.42,1.19,CALI
53608.99,893.02,354.43,191.42,2.62,0.19,54084.12,259.72,0.2,1.15,2.01,CALI
58739.14,942.91,371.69,205.89,1.19,0.24,59702.33,274.36,1.78,1.16,0.55,CALI
52447.08,882.51,336.99,199.65,1.56,-0.28,53082.1,259.62,0.47,0.78,1.38,CALI
56678.28,911.59,355.85,205.77,2.32,-0.1,57531.31,269.36,0.61,0.21,0.41,CALI
58095.13,922.34,351.87,211.84,1.38,2.21,58691.94,271.67,0.76,1.32,0.95,CALI
55500.57,897.97,346.69,206.43,0.96,2.09,56394.07,264.29,2.09,1.03,2.35,CALI
59038.46,932.94,361.28,210.66,3.31,-0.57,60026.46,273.05,1.39,0.56,0.63,CALI
59180.4,937.02,352.83,215.1,2.24,2.33,59937.62,274.88,-0.19,1.51,0.58,CALI
59397.41,965.98,382.28,198.3,3.38,1.04,60020.07,275.15,0.96,-2.13,0.75,CALI
59619.64,928.68,338.76,225.96,-0.11,2.28,60537.92,275.62,0.92,1.62,2.09,CALI
56271.2,921.2,373.57,194.53,1.11,1.37,57446.22,267.3,0.93,0.46,0.48,CALI
58741.24,942.02,371.18,203.93,2.21,4.09,59703.23,276.18,2.1,-1.08,1.0,CALI
57907.5,914.98,360.19,205.84,2.31,-0.68,58999.98,271.27,-0.25,1.89,2.37,CALI
54342.23,866.32,304.46,227.68,1.0,0.77,54907.48,264.6,3.55,1.1,1.37,CALI
55545.04,921.37,355.88,196.27,3.4,0.47,56204.6,266.19,-0.91,1.2,1.94,CALI
59041.21,931.17,359.8,211.58,1.25,1.45,60024.56,276.38,4.08,0.24,1.72,CALI
59386.65,930.76,363.5,210.94,2.96,1.27,59877.17,274.3,1.0,0.22,1.16,CALI
56679.91,910.42,355.84,204.92,1.9,1.22,57529.41,267.64,2.05,0.97,0.06,CALI
55937.98,908.41,345.89,205.76,0.73,-1.46,56663.59,265.22,-1.45,1.35,1.79,CALI
59041.0,931.27,358.78,211.49,2.11,0.59,60025.26,274.18,-0.19,0.31,0.52,CALI
59651.24,965.28,378.09,204.49,3.85,1.05,61244.87,274.99,-0.15,0.79,1.73,CALI
59653.44,963.84,378.36,203.38,1.32,1.99,61242.69,276.66,1.66,1.61,0.26,CALI
54075.83,894.84,340.27,203.31,0.19,1.8,55293.83,261.57,2.24,2.91,1.32,CALI
58962.47,938.38,363.39,207.98,0.8,-0.38,59576.7,274.34,0.77,1.57,2.13,CALI
59516.61,939.86,355.26,217.03,2.08,0.08,60642.5,275.24,-0.06,1.96,1.66,CALI
59338.9,941.69,352.05,214.71,1.95,1.18,59998.25,275.41,1.64,2.37,-0.75,CALI
57391.74,920.9,360.86,202.84,0.48,2.85,58763.53,269.98,-0.06,0.74,1.44,CALI
59206.97,960.63,370.61,202.15,2.26,1.61,60037.73,273.15,-0.0,-0.63,0.77,CALI
57017.19,904.65,356.97,203.62,1.44,0.94,57649.72,271.06,0.55,1.29,-1.94,CALI
