Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Class
31686.78,624.58,297.14,166.28,174.89,19.68,32297.98,300.32,90.66,-47.15,-351.68,SEKER
37126.17,-702.49,-5949.39,-3215.84,1536.62,-1443.83,37827.33,-380.33,-2038.25,-2881.94,-2611.08,SEKER
31707.85,686.52,268.93,245.85,-22.57,-190.06,32011.29,9.5,84.7,-138.1,-2.44,SEKER
29017.75,934.01,-696.59,-167.08,766.47,-91.08,30115.05,-522.26,46.17,-303.7,-1353.43,SEKER
33415.82,644.72,-452.54,-761.11,1036.42,-261.61,31334.67,240.48,1466.73,349.76,-694.32,SEKER
32031.58,472.4,43.96,226.42,-52.68,55.09,32145.6,239.57,1.02,292.27,169.62,SEKER
31571.44,-60.87,739.08,-1558.56,-5573.47,-2558.95,26880.92,-1115.41,-763.58,-4771.06,3067.8,SEKER
31588.27,839.84,-53.3,-69.76,208.65,253.57,32422.14,415.09,-604.77,383.1,288.63,SEKER
31341.02,644.02,-231.36,-143.79,110.97,10.78,31404.87,155.16,-132.96,-153.28,190.12,SEKER
32115.61,1001.87,690.62,759.69,406.67,-106.91,32274.56,-88.11,155.66,-76.14,127.65,SEKER
31077.23,611.24,306.71,127.19,-103.11,41.25,31593.71,309.5,180.92,-28.32,58.12,SEKER
30617.97,622.47,255.99,-22.94,-286.57,-6.95,30971.35,143.16,-128.77,71.68,-48.13,SEKER
32303.43,343.56,-927.36,-346.69,710.08,306.26,31491.83,901.47,1166.87,112.06,-141.5,SEKER
30515.9,744.28,263.49,230.93,-127.96,459.0,31104.16,167.24,132.19,50.67,-253.9,SEKER
32197.26,813.0,-80.63,240.57,-188.32,150.27,32872.87,292.71,-26.39,49.89,-180.19,SEKER
31215.29,304.3,311.22,695.67,-1370.46,256.37,30913.34,778.98,-1010.48,907.78,-369.17,SEKER
31884.26,843.41,291.0,204.61,145.86,264.86,32732.06,157.83,-302.55,180.19,308.21,SEKER
30027.52,383.21,-162.63,659.09,110.19,941.71,30915.0,-483.88,321.35,91.79,-693.91,SEKER
32225.52,631.49,408.71,303.14,78.62,-5.1,32990.71,-108.03,-16.75,-1.58,8.61,SEKER
29686.11,520.94,78.98,-141.48,147.02,15.69,29682.56,905.58,50.12,-104.51,91.66,SEKER
32466.92,499.53,371.55,210.3,-20.22,-82.59,32440.09,146.77,-80.86,-184.91,96.93,SEKER
31891.78,536.28,127.29,-35.79,-23.21,-24.51,32148.49,140.07,-85.82,-13.05,107.79,SEKER
32271.01,573.73,566.95,98.52,-21.89,488.68,32618.45,362.36,178.59,373.78,36.22,SEKER
31414.43,564.46,203.48,60.68,-59.06,-284.27,31731.19,334.36,27.34,-5.68,-151.44,SEKER
31016.41,702.34,-156.91,63.99,-164.27,203.55,31781.36,197.41,392.78,-437.49,-199.57,SEKER
31138.42,792.81,-63.03,176.79,122.08,-191.67,31323.06,294.11,-167.59,-157.51,-99.34,SEKER
31979.33,1108.01,83.54,316.7,451.21,-88.01,32317.41,73.83,426.08,-314.39,-83.78,SEKER
31238.22,734.46,460.39,138.18,204.35,-34.79,31980.62,447.63,-61.85,222.42,178.92,SEKER
30698.28,471.26,331.14,-143.32,205.86,-141.96,30869.6,193.51,-113.61,94.18,165.86,SEKER
32229.04,525.97,347.23,171.43,128.21,-152.77,32649.61,375.14,153.74,-64.54,-234.89,SEKER
29486.78,878.36,271.53,39.53,114.1,-195.51,29942.75,12.16,217.37,-293.31,-69.47,SEKER
30448.5,958.04,-326.81,664.0,-1139.38,-630.12,29400.63,519.1,362.6,320.15,-240.99,SEKER
29829.54,538.56,314.9,332.59,-221.51,309.41,30976.66,371.56,-109.77,-80.63,-61.94,SEKER
31412.1,559.09,400.37,55.24,75.26,62.01,31414.8,263.72,88.68,34.41,-105.68,SEKER
30522.56,702.59,265.2,-334.43,825.63,-612.5,31908.99,-289.46,-16.73,-259.19,792.35,SEKER
28310.72,672.83,-66.66,381.08,109.79,-60.74,28908.13,-38.39,363.96,62.96,122.89,SEKER
31795.91,612.93,54.54,72.29,-146.2,287.19,32090.86,576.52,-121.04,192.0,-56.92,SEKER
31574.99,825.53,29.04,494.59,226.21,-555.55,32564.69,246.76,-119.6,-173.56,-292.67,SEKER
32226.09,742.11,340.81,108.73,51.89,43.37,32426.32,170.5,-151.86,-74.65,11.22,SEKER
31836.18,736.68,158.09,18.89,-82.97,-277.19,32037.56,106.6,-192.06,-184.78,336.44,SEKER
32037.0,987.96,-263.18,-335.6,-1185.68,-400.15,31971.05,803.87,-549.91,518.11,528.12,SEKER
31577.74,710.11,224.37,19.78,-92.53,9.93,31998.82,298.73,1.84,80.17,54.51,SEKER
31994.52,498.92,408.54,-491.9,569.68,526.51,32580.44,66.94,-32.34,430.67,-205.64,SEKER
33013.31,717.94,525.76,896.76,-1346.01,-767.01,32586.47,-759.8,710.95,68.46,-1550.9,SEKER
30622.22,326.29,-903.7,-1052.33,-151.76,-563.22,30298.83,-331.2,-877.6,564.35,-445.75,SEKER
30005.29,471.11,62.63,281.61,75.86,-29.53,30404.63,146.96,-0.49,-52.93,100.03,SEKER
30968.72,811.58,195.77,329.41,39.31,93.79,31549.37,144.16,-79.47,0.5,169.0,SEKER
30870.7,526.89,-302.24,537.73,92.27,48.5,31565.69,148.51,-99.63,8.0,195.52,SEKER
31132.08,727.38,350.03,28.46,48.51,-175.7,31406.02,268.89,129.97,-127.65,219.83,SEKER
30631.27,547.85,91.51,33.43,-171.73,60.14,31031.5,44.84,289.78,-191.0,-62.94,SEKER
33607.24,-177.16,156.67,5293.96,-1958.68,-2901.66,29426.88,183.97,-2601.94,4340.89,1363.32,SEKER
28448.18,1075.36,604.18,604.62,1513.19,621.98,30179.3,-916.96,756.54,1106.09,-1282.0,SEKER
31100.16,638.65,98.7,615.71,-43.22,143.64,31620.54,89.63,80.43,111.94,-246.72,SEKER
31933.53,842.21,210.56,-32.41,328.4,163.48,32626.81,0.91,-9.2,-102.15,-103.44,SEKER
31561.37,258.03,268.48,101.64,-79.44,409.06,32411.81,-35.65,79.6,-93.66,-467.48,SEKER
29512.48,828.67,1414.91,-2254.86,-4917.03,-442.36,30661.08,-3649.03,2252.09,-3793.52,5038.57,SEKER
32716.36,-79.57,482.11,39.35,-171.01,709.62,31784.51,-236.28,-430.26,-385.32,104.89,SEKER
30282.14,391.75,458.21,202.26,54.19,-136.17,30650.54,-69.07,229.77,9.75,0.34,SEKER
31593.78,906.98,433.55,-56.14,113.49,40.22,32128.94,275.61,-253.13,179.09,152.63,SEKER
32027.4,653.84,117.72,341.49,-39.5,-73.99,32422.26,50.15,-44.43,-56.75,-19.95,SEKER
31834.99,565.66,247.68,153.71,696.98,-133.79,32381.74,336.27,-175.99,-78.53,-210.96,SEKER
32305.47,211.26,-472.36,-483.82,-468.65,-439.47,31880.46,944.2,-930.77,-234.95,-865.46,SEKER
31718.57,519.11,472.73,864.29,32.74,-238.56,32345.34,-108.44,289.05,-406.14,-328.25,SEKER
31515.54,462.0,252.47,172.0,-132.41,17.89,31612.17,195.86,-36.8,-214.18,-163.48,SEKER
31712.55,874.71,354.62,83.5,131.71,290.39,32030.74,286.97,80.39,-10.7,106.49,SEKER
32207.33,941.34,140.05,643.8,-17.63,313.49,32250.37,-409.22,-358.21,-199.38,-4.95,SEKER
32015.63,501.08,221.43,4.2,-176.27,-92.76,32620.47,322.26,-104.38,-44.51,-316.39,SEKER
27118.97,7651.49,1357.96,-9370.95,732.74,9438.65,30948.49,2805.37,-6899.13,-4676.24,-7549.84,SEKER
32018.27,621.41,180.45,202.56,-94.09,3.66,32238.08,86.74,83.89,116.11,55.4,SEKER
32836.12,420.49,1597.99,-1300.09,-161.37,-269.75,32951.02,1218.9,90.54,-619.61,1263.23,SEKER
31387.31,-64.41,968.58,-584.63,-85.75,-133.86,32112.39,-799.98,2400.71,468.52,-807.45,SEKER
31128.14,465.88,91.49,219.98,221.83,25.07,31321.36,285.67,39.13,14.89,-184.81,SEKER
32050.81,829.44,101.1,69.81,270.3,-52.54,32303.6,-251.6,-74.82,-388.62,271.85,SEKER
27575.73,-34.54,4349.92,451.53,-5109.38,-4102.67,30082.59,2089.66,-1181.99,2618.88,6869.18,SEKER
32442.38,1362.37,331.65,1363.25,1350.95,1193.62,31912.72,-1648.73,-225.3,1082.37,-35.87,SEKER
25600.78,957.85,7299.97,-2283.08,-2015.45,192.07,34974.39,2270.17,-4341.74,-1256.31,12899.34,SEKER
31704.0,590.37,370.7,98.7,128.49,-154.5,32067.37,142.5,-111.23,52.58,-9.08,SEKER
31392.04,885.01,695.37,1137.3,806.13,893.69,31685.89,479.69,181.62,-1360.51,722.94,SEKER
32405.72,688.77,-172.48,84.78,373.27,141.53,32465.57,136.35,501.89,22.34,-27.06,SEKER
31900.27,1156.09,493.01,-89.35,79.03,-111.33,32210.22,-147.93,40.24,132.44,-18.0,SEKER
31879.91,844.99,70.3,-491.64,192.75,-763.06,31485.66,-287.59,-1359.1,145.72,479.13,SEKER
32442.78,648.74,159.03,108.16,-184.74,195.78,32707.39,77.83,280.79,-10.28,-54.85,SEKER
31975.66,499.93,213.07,-88.06,241.95,132.05,32402.42,489.88,174.98,363.88,-95.94,SEKER
31870.83,477.03,89.95,170.78,-174.32,11.78,32087.68,154.81,-199.98,-222.33,-146.45,SEKER
31176.63,371.57,263.09,253.1,-18.74,-82.56,31500.46,151.2,-46.58,228.89,82.19,SEKER
32058.62,883.18,41.3,363.38,-81.18,290.33,32477.08,360.47,-6.91,202.62,146.09,SEKER
30971.51,358.45,185.36,183.2,-75.03,-44.11,31411.31,309.04,124.3,215.68,-97.5,SEKER
31463.03,799.65,-92.17,298.4,-139.53,256.35,31655.39,108.66,72.45,-275.23,-54.67,SEKER
32940.09,1192.86,2092.87,-286.22,996.71,1338.47,33760.83,2073.43,434.65,-369.77,1549.08,SEKER
30668.84,336.67,53.94,81.73,-216.92,-117.32,31190.28,23.26,-135.8,-299.91,8.39,SEKER
31847.43,549.34,-29.57,-92.76,-182.31,543.05,32477.4,311.14,-129.26,-167.61,61.08,SEKER
30668.14,629.94,104.08,-102.62,-297.7,-282.71,31255.37,128.2,-233.06,313.36,107.53,SEKER
29727.57,-137.43,-2651.71,5214.72,2314.72,-1865.53,32662.9,-4165.89,-1.4,-1148.96,-2111.31,SEKER
30281.96,1566.74,1155.98,-928.21,-252.02,546.88,31252.33,-186.63,-1168.35,381.74,1432.06,SEKER
31279.49,663.0,231.3,123.4,42.13,-128.34,31675.16,193.27,-87.36,-59.94,-53.82,SEKER
33497.6,-676.98,1379.23,-171.82,443.93,-213.29,33161.05,-265.53,-1514.51,1688.83,-571.84,SEKER
31688.97,1132.97,766.79,358.09,-184.11,-571.15,33101.02,-183.72,85.81,-1905.85,-482.8,SEKER
31708.66,607.33,227.23,125.08,0.1,103.35,32259.37,108.02,-169.0,-23.15,84.6,SEKER
30380.69,788.49,5.84,192.3,260.84,-57.74,30784.99,97.35,-105.37,-280.18,195.43,SEKER
32714.23,477.93,345.7,-741.65,-600.36,453.45,32130.03,-1129.86,220.12,107.12,245.99,SEKER
31368.96,963.9,238.96,178.21,-296.91,132.47,31849.06,-48.0,-323.62,-108.06,-99.3,SEKER
31913.4,250.57,98.88,269.48,-75.19,-254.15,32245.18,-146.68,-84.73,-219.23,7.87,SEKER
31586.49,555.18,203.07,127.61,-16.33,-22.71,32046.69,160.46,35.65,118.89,-77.3,SEKER
31756.51,633.23,548.01,-190.16,93.79,234.51,32254.52,610.22,-207.71,-66.66,-6.72,SEKER
30994.09,348.46,157.49,335.67,-105.8,-51.9,31322.08,91.54,31.66,161.4,-42.63,SEKER
31487.3,721.84,293.56,109.6,194.55,-186.92,31570.3,275.18,-158.57,-11.71,-156.45,SEKER
31630.91,533.65,-310.9,795.43,-778.74,529.11,31046.24,353.64,829.69,-857.95,-210.93,SEKER
31643.42,852.19,305.12,190.59,-67.69,-218.97,31886.46,342.33,24.78,-204.7,167.46,SEKER
32329.58,960.06,174.14,115.79,262.73,37.81,32575.88,176.97,-441.06,-135.5,-297.64,SEKER
32437.11,408.31,190.28,244.46,-46.44,-217.0,32646.28,154.15,0.63,14.69,-54.37,SEKER
31836.08,751.8,541.08,105.8,-37.96,191.48,32102.67,209.92,-341.06,-158.44,41.42,SEKER
31735.45,619.61,336.05,365.9,145.42,237.75,32137.28,166.06,-63.27,-97.73,-93.25,SEKER
30976.21,409.93,117.46,136.42,200.16,113.51,31328.16,150.69,117.25,-226.23,-90.01,SEKER
30868.26,-767.88,2692.29,3224.29,1443.81,1302.15,29766.47,-600.17,6386.97,5880.67,6416.29,SEKER
31689.73,701.44,259.81,109.2,141.6,104.97,32255.38,-21.82,53.98,-220.06,309.79,SEKER
32229.52,476.89,295.95,6.04,-217.69,51.63,32322.01,666.82,89.47,-740.28,357.88,SEKER
26191.21,6520.0,-2803.22,-3418.85,-939.89,-5065.79,32720.86,-333.26,-1206.8,2417.13,-2210.98,SEKER
31581.67,722.05,289.17,232.27,362.38,22.77,32063.83,230.96,-309.97,-158.31,134.42,SEKER
30361.08,225.79,-137.35,236.65,90.67,35.83,30918.64,444.98,-231.24,-321.03,118.12,SEKER
31241.89,582.85,281.36,119.88,-47.65,-91.87,31536.66,145.81,-54.55,33.35,-35.16,SEKER
31799.77,672.66,105.4,53.29,-63.27,41.41,32023.45,224.52,-175.65,-52.25,96.81,SEKER
31293.35,527.93,301.82,100.77,-168.41,-29.14,31647.59,190.13,-65.45,-2.78,-10.67,SEKER
31566.27,644.41,520.01,123.25,-43.18,313.59,31957.34,-1.84,203.19,232.11,282.21,SEKER
31327.13,508.77,172.54,-540.78,-1300.89,1196.42,32350.53,1151.0,-666.96,-908.81,-413.34,SEKER
30239.99,435.77,612.37,-126.45,-135.55,-388.21,30715.35,-141.84,-114.87,240.24,-36.38,SEKER
32066.27,954.24,256.46,318.51,120.06,-327.32,32694.74,34.85,285.24,0.09,317.9,SEKER
29128.34,790.23,145.78,-75.92,-101.53,-124.73,29651.47,69.01,-78.51,256.78,8.5,SEKER
31587.16,639.81,125.97,190.43,109.61,254.73,32231.9,-6.32,-191.84,160.67,115.38,SEKER
31672.33,212.78,-29.1,321.2,532.05,132.35,31949.85,49.63,1503.2,-493.71,-470.49,SEKER
31696.69,543.77,-295.55,123.81,-17.72,112.88,32352.49,334.93,-147.76,136.51,-148.27,SEKER
29856.42,675.18,202.72,-20.73,25.37,180.74,30270.05,171.83,236.73,-11.93,157.46,SEKER
31629.6,261.13,160.03,359.29,-611.76,-619.88,31355.47,75.16,756.43,-787.07,405.02,SEKER
29173.36,793.25,352.36,421.47,-31.8,101.55,29750.13,102.37,-115.88,-102.8,-33.6,SEKER
32314.99,442.36,90.51,188.38,215.78,368.3,32630.13,438.0,-251.92,281.35,243.33,SEKER
31085.98,732.84,199.61,200.05,-333.85,-26.98,31758.43,-25.28,-1.24,-51.09,-111.31,SEKER
31667.7,703.65,316.9,-318.92,-20.39,138.6,31727.73,80.82,191.07,169.64,-289.27,SEKER
29869.42,17.94,1744.08,560.51,-409.69,874.62,31596.18,63.02,-1050.89,739.21,2038.57,SEKER
30139.67,616.5,270.48,208.42,32.09,38.09,30701.17,212.65,40.21,86.08,44.17,SEKER
32189.0,719.23,182.12,-6.52,-125.86,105.56,32849.4,289.67,99.46,-228.28,91.13,SEKER
32337.74,90.85,193.09,170.03,146.72,26.56,32317.17,594.42,68.51,-47.51,-312.6,SEKER
31771.72,612.43,198.17,102.81,94.68,-15.74,31866.41,238.23,-146.53,-60.81,179.67,SEKER
33662.91,-4691.24,-2243.6,6348.17,-5838.65,-2652.65,34462.91,-6978.02,-5252.84,-3213.46,-2255.88,SEKER
32251.45,569.56,-14.01,71.1,-56.29,-174.23,32475.89,407.72,42.2,-31.24,-252.36,SEKER
32049.52,717.54,260.74,339.23,-119.93,-7.38,31974.23,366.9,76.03,-157.13,415.63,SEKER
32527.64,725.95,312.35,646.56,357.52,186.82,32172.27,244.54,-41.56,244.75,-125.85,SEKER
32165.21,-220.67,-177.96,-648.43,477.97,-642.99,32910.38,-113.87,278.69,642.22,295.82,SEKER
32038.28,585.21,193.12,235.11,86.36,-64.13,32246.6,129.4,-14.96,127.11,79.8,SEKER
32040.27,483.2,253.8,189.01,57.34,160.99,32481.31,90.27,158.43,-21.23,231.83,SEKER
30982.57,754.63,410.5,35.4,107.57,220.52,31415.54,158.71,-1.98,-111.89,-67.71,SEKER
30280.55,581.86,197.32,490.09,-97.77,115.43,30335.76,321.53,-156.2,-144.18,-259.54,SEKER
31657.82,473.83,372.89,365.21,371.91,-93.67,31998.12,426.14,299.99,335.53,-351.78,SEKER
29051.08,234.79,474.37,334.67,28.13,207.28,29268.43,92.69,-185.46,30.33,-101.51,SEKER
32404.88,533.28,216.09,285.47,-84.57,404.04,32438.29,852.82,-118.75,333.12,-133.39,SEKER
30574.87,531.47,157.59,41.15,-81.32,-137.88,31150.27,274.83,-46.91,-177.94,-343.54,SEKER
32666.64,1006.83,27.7,136.01,233.47,-183.89,31824.04,-78.95,333.99,243.1,137.09,SEKER
31836.39,646.6,113.72,374.31,-122.35,-84.21,32113.88,318.47,92.17,154.02,35.77,SEKER
31898.83,623.61,270.17,200.43,37.36,-42.17,32232.54,-39.41,81.69,356.65,-85.94,SEKER
30149.07,944.05,259.82,260.47,132.04,-181.02,30964.92,25.23,-204.68,139.33,-5.24,SEKER
31320.14,535.18,-117.05,915.64,757.9,-285.14,30284.15,398.76,937.91,1175.81,1315.48,SEKER
32196.98,1032.47,756.82,527.11,-462.79,1085.7,32553.46,-782.94,-545.03,-336.3,-929.64,SEKER
31894.42,460.56,505.83,77.71,49.67,220.12,32143.74,489.18,-243.7,-30.52,-18.12,SEKER
31861.91,944.78,-39.08,117.88,-119.17,-247.53,32179.15,51.87,91.62,-287.98,216.8,SEKER
32137.14,845.36,152.7,-1249.52,102.52,1493.51,33375.39,322.9,2537.85,1931.0,-471.63,SEKER
29289.15,307.95,-56.06,920.87,939.84,1200.87,30809.25,497.64,-442.05,-4.75,1309.74,SEKER
30977.25,1013.63,520.23,437.09,445.99,746.05,31214.74,-468.53,-399.0,-724.51,40.46,SEKER
32038.67,718.07,378.18,119.99,63.33,2.49,32339.13,66.69,-32.35,72.9,-108.89,SEKER
30993.87,1119.05,-157.82,-530.67,762.3,-342.32,30699.89,-597.31,945.1,963.73,-1490.67,SEKER
32277.41,927.12,314.11,380.81,-446.17,1223.48,32356.6,-1097.28,-1586.62,-403.03,199.68,SEKER
31855.84,772.95,176.59,180.7,121.07,19.57,32222.19,105.11,89.92,-85.76,-39.77,SEKER
30916.41,566.12,226.58,-60.97,226.82,-210.01,31858.84,425.07,-227.06,142.54,-72.3,SEKER
31421.91,-2963.67,2335.67,-1788.68,2120.4,3604.36,33481.89,-208.23,1095.52,6356.34,-3721.73,SEKER
32050.91,573.49,379.03,156.76,129.92,-156.68,32794.32,65.29,261.59,14.15,37.53,SEKER
32122.18,729.84,-93.85,413.71,-176.1,108.88,32551.77,210.62,16.97,88.98,-268.39,SEKER
31267.91,825.63,293.57,162.14,144.8,-62.29,31254.6,230.92,191.77,6.58,82.52,SEKER
31513.32,320.13,-122.26,626.45,-188.48,642.15,29851.53,30.51,-603.46,377.42,202.15,SEKER
28353.4,1670.01,1120.23,6.68,-1086.2,178.86,29564.8,-195.83,1282.23,470.11,926.71,SEKER
30795.51,637.85,401.46,3.63,-209.65,349.43,31022.12,779.08,-1216.01,-218.69,-401.44,SEKER
30676.04,551.38,393.1,555.93,73.24,-238.56,31054.89,175.31,-282.24,-9.56,311.85,SEKER
31405.81,-545.0,-712.54,-1009.99,1461.55,-932.17,28684.72,1102.15,616.38,-1757.7,595.68,SEKER
31950.27,975.33,242.16,410.96,-56.71,121.34,31992.32,297.9,-338.82,-214.78,48.57,SEKER
28253.69,-1384.33,3262.72,-4340.8,-7679.06,-1601.77,29944.44,-5158.53,22.27,5789.43,633.42,SEKER
31372.18,727.62,246.55,426.2,152.94,14.47,31832.63,47.26,42.12,-180.04,-256.94,SEKER
31765.92,442.51,144.14,-204.64,44.76,-67.7,32622.5,299.56,-267.45,-74.28,187.84,SEKER
32239.53,376.34,200.36,-380.25,53.18,-311.05,32995.97,194.51,-15.48,-113.63,240.62,SEKER
29681.27,405.0,3945.21,203.86,4905.73,4388.61,31614.09,-3208.3,-2152.51,2197.33,-2027.45,SEKER
30895.15,519.52,27.89,-206.43,-88.47,307.93,31109.64,81.22,-135.4,442.85,-201.4,SEKER
31670.87,918.93,421.37,79.03,190.56,110.89,32167.42,26.42,-32.84,211.2,426.31,SEKER
32312.59,611.94,280.11,124.3,74.56,46.45,32467.79,78.52,148.13,170.35,182.36,SEKER
30545.59,-1294.19,991.9,-8124.98,-3079.99,-773.6,30724.08,-7941.44,-6588.27,3648.91,6236.05,SEKER
32326.08,738.62,225.8,155.07,-60.75,111.68,32670.09,108.82,108.14,4.97,-25.56,SEKER
32165.55,645.18,256.02,-48.0,143.74,-2.73,32507.44,177.21,166.37,-10.86,76.2,SEKER
31865.12,731.04,75.36,164.65,-86.24,-349.48,31933.13,399.92,15.03,-39.34,2.94,SEKER
32048.03,702.64,353.65,-58.65,124.61,-96.9,32629.33,263.57,-123.49,-89.89,-73.91,SEKER
31612.69,882.76,365.94,-21.83,-119.35,-160.97,32370.86,-21.18,-41.49,-287.87,59.0,SEKER
31201.49,653.03,424.87,324.16,48.81,46.69,31495.39,178.02,-167.28,-19.19,78.54,SEKER
30863.34,527.98,111.29,361.39,-315.55,-226.07,31301.07,155.0,73.04,44.95,-320.3,SEKER
31162.82,773.06,-172.18,181.27,-116.64,-172.35,31326.83,160.15,-165.41,67.33,-250.07,SEKER
32267.98,559.89,257.56,195.68,192.61,-53.24,32776.63,129.54,-113.91,15.83,166.66,SEKER
31267.16,875.08,924.73,-394.89,-325.21,-634.18,31549.41,404.07,-857.95,593.75,247.13,SEKER
28135.49,637.62,287.03,318.63,-24.42,104.6,28945.71,310.0,-144.26,85.8,218.54,SEKER
30218.03,638.65,361.6,-324.95,-541.74,-238.42,30451.74,517.89,-151.42,553.21,397.13,SEKER
32080.01,325.67,318.82,195.2,-221.37,162.6,32218.12,381.67,-138.2,-317.54,-180.12,SEKER
32476.9,540.48,289.54,-77.79,83.86,46.52,32619.42,554.86,-92.4,87.9,207.15,SEKER
32183.88,1172.8,-1142.18,658.56,-368.26,663.75,31548.35,-353.12,200.58,-507.48,-378.41,SEKER
28607.06,766.42,173.13,32.06,61.37,-97.06,29056.34,303.59,155.29,-49.27,8.44,SEKER
31647.76,679.68,336.51,248.29,178.05,-46.48,32152.85,354.16,-51.19,217.15,69.98,SEKER
31744.48,622.41,153.19,515.49,217.53,196.52,32206.05,332.63,-133.64,238.18,-38.12,SEKER
30186.49,573.61,437.33,1995.58,69.31,541.46,29727.97,486.78,-361.78,5.9,456.48,SEKER
32210.78,1671.86,1876.17,-947.0,-693.68,86.36,31668.5,1198.63,892.95,-211.47,-50.17,SEKER
31087.38,991.15,-562.09,242.82,1024.36,229.71,30639.03,284.97,-287.89,60.73,1081.65,SEKER
31228.12,764.97,263.34,117.23,174.54,-104.72,31677.96,235.05,-195.76,-121.63,79.71,SEKER
32211.94,1143.77,718.71,35.42,-726.56,-562.52,32140.81,429.76,173.96,292.11,-949.51,SEKER
32092.5,445.16,152.97,693.55,-286.55,-161.36,32609.39,272.88,-202.63,-15.57,-235.17,SEKER
31995.03,579.35,284.36,155.09,-285.97,91.19,32297.95,197.48,-209.71,22.56,137.4,SEKER
31191.8,724.85,42.62,13.16,180.72,177.9,31380.72,155.25,-148.73,-69.56,-146.32,SEKER
32084.54,604.41,448.02,177.12,171.07,-283.37,32271.82,5.38,-184.55,122.48,172.26,SEKER
31672.34,1091.59,399.92,218.11,-187.03,38.56,32180.37,279.16,133.58,-146.86,336.77,SEKER
29279.22,797.73,158.85,74.04,142.53,-197.15,29568.68,124.57,97.17,-68.89,129.35,SEKER
32371.03,-778.02,133.0,-178.42,-579.46,-610.77,32135.61,2008.25,426.65,1283.24,5.62,SEKER
25123.46,-2379.27,286.37,4028.38,-172.88,451.11,33247.49,-2060.18,-31.48,4166.51,-9133.22,SEKER
31990.65,1084.35,232.75,236.1,36.73,-35.07,31988.85,292.41,-223.96,120.18,183.68,SEKER
31923.58,444.68,441.18,122.52,182.02,251.78,32365.97,292.74,105.65,-108.88,325.68,SEKER
30967.63,402.59,640.63,593.14,176.75,-544.54,32945.14,1968.29,1044.4,-40.55,-50.84,SEKER
31546.8,1669.66,236.88,1089.93,4.03,-1348.85,31566.89,-71.8,849.51,-851.06,1355.68,SEKER
31615.78,724.27,567.0,444.79,-53.65,202.07,31567.49,189.84,-28.43,154.3,-477.96,SEKER
32233.91,811.23,551.16,-27.04,-59.02,-49.27,32541.14,251.88,91.44,-42.52,-104.84,SEKER
31787.04,824.56,478.16,265.31,97.95,115.98,32561.25,404.4,29.55,50.56,28.58,SEKER
32343.36,699.88,-11.51,171.9,-151.65,-166.1,31452.56,90.84,48.39,212.05,169.88,SEKER
31614.95,722.13,254.9,91.91,190.29,-29.48,32246.76,104.1,-131.08,-142.48,103.99,SEKER
31919.15,849.23,207.01,-29.85,-216.37,21.94,32526.32,317.26,-216.9,-148.08,153.03,SEKER
