Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
35755.25,754.75,307.51,149.53,1.06,1.47,36384.88,214.09,-1.31,-0.19,0.2,1.32,-0.74,0.03,1.72,3.24,HOROZ
35139.45,733.95,291.8,154.12,1.69,2.69,35769.18,213.4,1.0,2.51,0.64,-1.01,0.03,0.46,-1.78,0.94,HOROZ
35796.78,742.62,294.05,155.11,2.62,-0.89,36549.6,213.32,0.3,0.21,0.92,-0.93,-0.68,1.1,1.34,1.6,HOROZ
38112.2,862.39,310.41,157.81,-0.11,2.97,39200.33,221.09,0.15,1.12,0.79,1.14,1.07,-0.59,0.98,0.26,HOROZ
37735.11,791.89,297.22,163.83,1.7,1.82,38886.84,218.57,2.77,-0.84,1.37,1.74,0.06,-1.51,1.25,1.67,HOROZ
38533.4,776.56,316.71,155.06,0.75,2.41,39015.41,222.27,1.1,-0.79,1.51,0.92,-0.37,-0.82,0.25,0.07,HOROZ
36716.0,726.57,269.74,172.51,0.75,0.47,37285.21,216.07,0.41,0.16,0.31,1.18,0.76,1.43,3.1,1.43,HOROZ
34232.93,744.7,296.21,147.51,1.26,0.5,34937.31,207.89,1.2,-1.02,2.45,0.49,0.24,0.15,-0.41,1.65,HOROZ
39158.27,740.92,282.42,177.58,2.6,0.3,39589.22,222.11,1.64,1.47,-0.46,1.04,0.84,-0.38,2.97,0.55,HOROZ
34232.0,744.67,295.11,147.36,3.7,2.29,34937.53,207.65,1.42,1.42,-0.46,-0.23,-1.62,0.23,-0.99,2.11,HOROZ
36501.84,741.96,293.49,158.78,1.48,0.47,37094.02,215.92,2.54,0.41,1.51,1.06,-1.55,0.24,0.85,1.28,HOROZ
35462.0,743.06,279.06,164.96,3.61,0.36,36090.48,211.82,0.92,0.84,2.18,-0.97,0.29,1.16,2.51,1.52,HOROZ
39157.65,744.4,282.01,179.45,0.88,0.31,39590.52,224.39,0.67,1.47,1.25,0.96,-0.17,0.91,0.42,-0.65,HOROZ
38427.12,755.79,307.68,161.19,1.36,1.17,38773.55,221.28,-0.53,0.08,1.63,-0.9,-0.92,-0.13,-0.9,1.23,HOROZ
37775.72,726.43,282.65,169.78,2.5,-1.14,38195.56,219.42,1.93,-0.29,1.77,1.07,-0.83,-0.48,2.7,1.48,HOROZ
36717.68,728.78,270.68,172.68,1.29,0.22,37284.5,217.1,-0.03,1.87,2.77,0.0,-1.9,-1.95,0.72,1.33,HOROZ
35511.09,741.15,294.12,155.98,1.88,0.96,35977.11,213.71,-0.94,4.47,1.79,1.15,2.68,0.63,-0.44,-0.02,HOROZ
39202.58,795.35,322.92,159.47,1.33,2.5,40239.97,222.2,-0.03,-0.35,0.24,0.39,-0.54,0.38,0.59,1.54,HOROZ
39213.51,770.93,315.97,156.9,2.8,1.83,39693.16,223.92,0.89,0.11,2.74,1.69,-0.18,0.9,-0.28,3.14,HOROZ
35139.01,733.97,292.69,157.18,1.6,0.28,35769.58,210.61,1.34,2.18,0.18,-0.09,0.17,1.23,-0.57,1.3,HOROZ
34232.99,744.33,295.78,148.85,1.41,0.82,34936.02,208.79,0.16,2.76,1.4,1.55,-0.44,-0.58,-0.11,2.15,HOROZ
37453.89,771.85,297.07,162.67,1.01,1.28,38113.94,216.53,-2.68,0.27,0.71,-0.56,-1.01,-0.52,2.02,1.18,HOROZ
34585.69,726.78,284.07,155.78,0.9,0.13,35276.66,209.97,1.47,0.1,1.98,1.18,0.06,1.14,0.92,0.88,HOROZ
36457.11,731.08,284.83,164.34,1.56,0.39,36979.35,216.09,2.04,1.21,1.99,0.87,0.62,0.98,2.9,0.84,HOROZ
35138.43,733.99,292.66,155.27,0.64,1.39,35768.12,211.09,0.19,0.31,0.92,0.67,-0.78,-0.58,0.56,-0.1,HOROZ
35754.86,756.52,306.04,150.03,2.49,-0.14,36383.37,215.67,-0.76,2.64,-0.38,0.73,-1.74,1.57,-1.13,-1.22,HOROZ
38427.55,757.59,306.21,161.58,0.98,1.1,38772.06,222.76,0.01,1.37,0.87,0.11,-1.06,1.14,0.77,0.72,HOROZ
34193.55,689.82,264.3,166.6,1.86,3.33,34638.82,207.99,2.49,1.35,1.58,1.4,0.81,-0.06,1.28,0.73,HOROZ
38636.8,771.17,314.21,157.0,3.66,0.95,39095.38,221.4,-0.93,0.78,1.12,-1.04,-2.32,-1.3,2.55,1.4,HOROZ
35139.47,733.49,293.02,152.84,0.48,-0.41,35769.1,211.87,0.66,1.32,0.72,0.92,-2.1,1.4,-0.08,-0.14,HOROZ
35757.66,757.16,306.44,150.06,0.92,0.14,36385.5,212.86,0.14,0.92,0.64,-0.0,-1.79,0.49,1.02,2.11,HOROZ
34164.7,691.93,272.94,160.65,2.08,1.31,34437.46,209.0,1.1,1.63,2.54,0.7,0.45,2.51,0.72,0.16,HOROZ
36499.01,743.58,295.53,159.5,3.06,0.22,37091.4,215.62,0.95,1.07,1.03,0.57,-2.0,-1.5,1.16,1.56,HOROZ
38427.44,755.72,307.58,161.42,4.36,0.72,38774.91,220.94,1.79,1.34,-1.83,-1.68,0.02,0.05,2.42,-0.39,HOROZ
38968.33,771.59,314.2,159.35,3.1,0.87,39356.81,222.18,0.15,0.72,0.79,2.1,0.36,0.97,1.88,1.51,HOROZ
38427.65,756.69,308.02,161.29,1.1,1.35,38770.75,219.2,-0.07,1.96,0.28,2.53,-0.59,1.07,0.64,0.52,HOROZ
38293.57,771.58,305.38,160.53,2.19,1.83,38844.23,220.55,-0.37,0.54,1.32,1.33,-0.73,-1.19,1.51,1.23,HOROZ
38468.56,762.35,305.44,162.63,1.07,-0.18,38914.09,219.8,0.93,1.45,0.41,-0.05,1.99,-0.79,-1.09,2.38,HOROZ
35868.52,704.73,265.08,172.34,1.06,1.35,36266.82,214.42,-0.11,0.95,1.42,2.44,0.03,-0.05,-1.5,0.54,HOROZ
33954.93,715.75,276.06,155.73,2.96,1.52,34419.47,207.94,1.23,-0.83,0.43,1.75,-0.47,0.37,0.97,-0.01,HOROZ
34952.33,708.29,274.74,165.23,1.8,0.11,35403.98,210.19,2.1,2.92,1.34,0.62,-1.79,0.24,0.74,2.58,HOROZ
35755.07,756.72,305.23,150.37,2.04,2.23,36383.83,212.41,-0.04,1.44,0.91,0.46,1.06,1.21,-0.61,0.17,HOROZ
39210.6,770.36,315.16,159.3,3.03,0.74,39693.88,224.15,1.88,3.54,-0.41,0.71,0.93,-0.12,-0.72,0.57,HOROZ
38252.53,755.77,292.46,168.11,0.24,0.21,38857.27,220.5,1.17,1.76,0.88,1.23,-0.54,1.71,0.52,0.96,HOROZ
38470.68,762.33,305.77,161.11,2.71,-0.61,38913.62,220.77,1.33,-0.38,-0.26,0.33,-0.61,0.2,1.1,0.03,HOROZ
38425.35,756.78,307.62,161.33,2.26,1.59,38773.04,221.63,1.08,1.76,-0.76,1.59,-2.82,1.21,0.99,1.22,HOROZ
37089.67,758.78,305.08,155.09,0.0,0.51,37538.81,218.47,2.82,-0.65,0.85,1.6,1.34,-0.91,-0.05,1.01,HOROZ
38533.65,776.45,318.39,156.32,2.66,0.0,39013.61,221.13,0.57,-1.42,0.55,0.37,0.58,0.24,0.09,1.33,HOROZ
38636.36,770.61,314.56,156.21,0.37,0.48,39096.02,222.38,0.51,0.27,0.92,0.95,-0.37,-1.26,0.68,2.35,HOROZ
38891.1,790.76,319.63,156.75,1.75,1.51,39651.1,222.15,-0.08,0.5,2.07,2.0,2.4,0.17,1.46,2.06,HOROZ
34165.11,694.21,271.56,161.36,0.53,1.42,34436.76,208.89,0.96,1.83,-0.04,1.27,0.24,0.27,1.16,-0.38,HOROZ
38110.25,861.52,309.22,156.2,3.01,-0.42,39198.86,218.65,1.91,1.07,2.78,1.49,0.22,-0.84,-1.36,1.39,HOROZ
34953.04,708.95,273.15,166.05,2.68,0.71,35402.37,211.0,-1.11,1.0,2.9,-1.1,0.48,0.43,-0.69,1.93,HOROZ
37775.45,727.5,282.26,169.85,2.59,-0.63,38195.07,218.32,1.87,0.17,-0.65,0.36,-0.3,0.39,1.69,0.94,HOROZ
37429.89,747.16,300.5,159.45,3.06,1.98,37901.25,220.45,-0.27,0.53,1.13,0.25,-1.25,0.44,2.72,1.41,HOROZ
38425.13,756.01,306.86,160.46,-0.36,1.61,38772.32,221.3,0.74,2.52,0.93,1.89,-0.42,2.0,0.72,0.0,HOROZ
37788.33,766.8,314.03,154.27,-0.5,2.61,38251.36,218.45,1.71,1.72,0.33,2.26,0.24,0.14,1.44,1.09,HOROZ
38471.0,761.23,302.48,162.78,1.99,-0.36,38914.79,221.43,-0.85,1.79,1.6,-0.77,0.24,-1.96,-0.81,0.71,HOROZ
38530.81,776.59,316.51,154.11,2.94,0.35,39014.89,221.63,1.42,0.87,0.65,1.13,-0.03,0.39,1.12,1.68,HOROZ
34377.3,735.56,298.45,149.29,2.97,0.1,34989.59,208.77,1.54,0.66,0.82,0.62,-1.65,0.79,0.79,-0.23,HOROZ
37039.06,747.52,301.63,156.76,1.47,0.21,37725.53,216.86,-0.6,-0.57,2.17,0.85,0.0,-0.47,1.29,0.07,HOROZ
37790.61,763.96,313.83,153.42,2.53,0.17,38250.21,218.62,0.47,1.29,1.02,0.29,0.19,1.46,0.77,0.52,HOROZ
37790.5,765.74,314.49,153.74,1.3,0.13,38251.16,218.95,-0.15,0.71,0.76,1.15,-0.21,-0.02,0.27,1.8,HOROZ
34378.66,737.45,298.5,149.74,1.02,0.37,34990.95,209.65,0.21,1.76,-0.25,2.53,0.2,-0.23,0.1,0.55,HOROZ
38638.98,770.99,315.62,157.55,2.25,1.77,39095.48,221.97,2.99,0.47,3.22,0.77,-0.04,-0.43,1.83,0.66,HOROZ
34233.27,743.48,297.26,146.81,1.0,0.39,34937.41,209.93,-0.04,-0.57,1.24,0.15,-0.38,-0.72,-0.94,0.69,HOROZ
37088.69,759.11,303.48,154.59,2.21,1.32,37535.34,217.21,-1.45,-0.66,-0.01,1.4,0.87,0.88,0.55,0.98,HOROZ
36717.95,726.82,271.12,172.94,1.56,0.46,37283.42,218.6,1.36,1.13,1.79,2.57,-0.64,-0.13,2.35,2.49,HOROZ
34232.53,746.11,295.42,147.59,1.59,1.49,34935.3,207.89,0.32,0.64,-1.16,-0.3,-1.39,1.27,1.36,0.02,HOROZ
34165.85,693.48,272.96,160.86,1.56,1.2,34436.98,209.11,2.33,1.09,-0.1,0.64,0.19,0.18,-0.9,0.66,HOROZ
37089.13,760.21,305.25,158.26,3.2,3.09,37533.93,217.78,0.87,0.8,0.53,1.19,-1.99,-0.66,1.86,2.46,HOROZ
37430.43,750.11,301.28,160.97,1.98,0.67,37902.4,217.58,2.44,1.17,0.19,1.3,-0.36,-0.98,1.23,2.46,HOROZ
34166.74,693.55,273.26,160.6,1.45,0.93,34436.83,209.04,-0.36,0.2,1.69,0.98,0.51,2.03,-1.35,0.66,HOROZ
34415.0,706.05,277.7,160.71,1.16,-0.62,34773.02,209.38,-0.82,-1.12,1.32,1.61,0.1,1.23,-0.09,2.31,HOROZ
36458.39,730.76,283.19,163.83,3.08,0.83,36979.07,216.45,-0.99,1.3,-0.02,0.64,-1.27,0.06,0.53,-0.2,HOROZ
37790.56,764.73,314.13,155.09,2.8,0.88,38250.48,219.52,1.9,1.43,1.23,0.15,0.08,-1.32,1.15,0.92,HOROZ
34376.84,737.85,298.48,149.82,2.71,1.11,34989.17,211.31,1.15,1.53,0.83,0.92,0.8,0.55,1.54,0.84,HOROZ
37430.05,749.74,300.3,159.83,0.96,1.21,37901.02,218.52,-0.42,2.81,-0.79,1.54,-0.41,-1.79,0.91,-0.83,HOROZ
37735.04,792.01,297.99,166.01,2.36,2.65,38887.94,218.98,-1.27,2.09,2.47,-0.98,-0.96,-0.2,2.32,1.03,HOROZ
33954.57,718.4,278.0,157.55,2.31,1.08,34420.63,208.39,0.41,0.19,-0.62,0.05,-2.36,0.1,0.66,2.45,HOROZ
35511.42,740.42,294.65,155.2,0.17,1.82,35979.71,210.92,-0.29,2.63,-0.17,0.97,-0.31,1.63,0.42,-0.1,HOROZ
36798.58,758.05,299.46,157.79,2.28,0.54,37392.62,216.37,-0.12,-0.48,1.99,-1.35,1.05,0.55,0.06,1.88,HOROZ
38059.18,753.37,304.97,157.39,3.41,0.85,38480.62,220.78,1.36,1.19,1.35,0.79,-1.45,-0.21,0.59,1.73,HOROZ
35797.97,741.63,294.04,155.54,1.24,1.83,36548.1,212.67,0.41,0.86,-0.12,1.61,-1.18,-0.7,0.59,0.17,HOROZ
36584.82,731.58,295.19,160.81,1.85,1.56,37022.42,216.77,0.82,-0.31,0.93,-0.02,-2.17,-0.62,1.55,1.76,HOROZ
35139.49,733.48,293.27,156.09,2.28,-1.29,35769.29,210.51,1.9,0.96,-1.6,0.03,-1.19,-0.58,0.87,0.75,HOROZ
34164.05,693.79,271.71,158.97,0.17,1.03,34436.33,207.31,-0.22,0.43,1.42,-0.49,-0.61,-1.4,-0.67,0.9,HOROZ
37454.28,773.74,296.34,160.78,2.97,-1.88,38113.3,217.2,-0.22,0.38,0.87,-1.08,1.65,0.35,0.95,0.69,HOROZ
38110.67,859.84,309.6,158.77,2.26,1.69,39201.43,221.99,0.67,2.49,0.51,0.07,-0.77,0.23,1.27,-0.17,HOROZ
37454.49,773.41,298.15,161.71,1.9,1.51,38113.42,217.91,0.19,0.95,0.62,1.19,-0.6,2.31,2.34,0.29,HOROZ
38891.56,791.39,317.8,155.97,1.89,1.58,39652.06,224.08,-1.15,0.79,0.27,0.08,0.93,1.06,1.75,1.23,HOROZ
35797.09,742.15,296.11,156.1,1.37,1.36,36548.87,214.21,1.59,2.52,1.13,1.27,-0.18,-0.2,0.18,1.78,HOROZ
34166.49,692.79,273.61,161.26,0.39,3.23,34437.32,208.54,1.27,-0.46,-0.12,2.44,0.05,1.34,1.04,1.76,HOROZ
38890.25,791.72,319.51,156.81,2.77,2.21,39651.86,223.34,-0.37,0.65,0.7,-0.44,0.84,-0.79,0.97,-0.47,HOROZ
35798.12,743.68,295.43,156.46,1.49,0.06,36548.9,214.26,0.8,2.24,2.61,-1.06,-0.49,-0.41,-0.21,0.26,HOROZ
35510.23,741.61,292.78,154.69,2.75,1.21,35977.97,212.42,-0.5,1.46,1.43,-1.17,-0.47,0.94,-0.14,0.61,HOROZ
35463.87,740.67,280.21,164.94,1.73,3.31,36087.56,213.53,0.17,1.62,1.47,0.36,-0.2,-0.0,1.45,1.3,HOROZ
38533.83,774.95,317.46,155.99,3.74,1.37,39013.66,220.53,1.77,2.17,-0.04,0.08,-1.61,-0.42,0.19,-0.3,HOROZ
36799.8,758.26,299.89,158.85,1.65,1.32,37391.26,216.19,0.65,2.45,1.48,-0.53,0.66,1.09,-1.55,-0.05,HOROZ
38427.04,754.59,305.0,160.22,1.85,1.7,38774.78,220.99,1.49,-0.32,1.05,1.01,1.54,0.58,0.55,0.08,HOROZ
37599.78,749.9,299.85,160.86,1.47,-0.08,38279.49,221.13,1.42,1.69,-0.13,2.16,2.28,0.01,0.17,-0.78,HOROZ
36143.66,738.07,298.7,153.91,2.99,0.11,36590.65,215.23,1.26,2.04,0.04,1.26,0.82,-1.19,1.29,0.95,HOROZ
